dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path
OVT-B,486,ovtb_v486_p005562,shirt,820,0.3191804885864258,0.3191804885864258,0.3191804885864258,3,0.6666666666666666,4285,0.47279784878824754,0.0,True,cat:820,unknown,shirt,unknown,global,6,12,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v486_p005562.jpg
OVT-B,624,ovtb_v624_p006562,scorpions,796,0.5773851238191128,0.5773851238191128,0.5773851238191128,8,0.875,5254,0.38026445722906216,0.0,True,cat:796,unknown,scorpions,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v624_p006562.jpg
OVT-B,42,ovtb_v42_p002546,parachutist,650,0.571531742811203,0.571531742811203,0.571531742811203,2,0.5,1729,0.0904932386631433,0.0,True,cat:650,unknown,parachutist,unknown,global,171,299,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v42_p002546.jpg
OVT-B,42,ovtb_v42_p002529,parachutist,650,0.4832437336444855,0.4832437336444855,0.4832437336444855,2,0.5,1704,0.13523156269805015,0.0,True,cat:650,unknown,parachutist,unknown,global,85,299,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v42_p002529.jpg
OVT-B,41,ovtb_v41_p002446,parachutist,650,0.3916164040565491,0.3916164040565491,0.3916164040565491,2,0.5,1685,0.015693502363644238,0.0,True,cat:650,unknown,parachutist,unknown,global,0,26,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v41_p002446.jpg
OVT-B,653,ovtb_v653_p006769,log,553,0.569630965590477,0.569630965590477,0.569630965590477,8,0.875,5428,0.1515595721299325,0.0,True,cat:553,unknown,log,unknown,global,0,24,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v653_p006769.jpg
OVT-B,797,ovtb_v797_p007838,log,553,0.31701914221048355,0.31701914221048355,0.31701914221048355,4,0.75,,0.0,0.0,True,cat:553,unknown,log,unknown,global,0,13,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v797_p007838.jpg
OVT-B,264,ovtb_v264_p004030,water bottle,1013,0.5644005451883588,0.5644005451883588,0.5644005451883588,7,0.8571428571428571,,0.0,0.0,True,cat:1013,unknown,water bottle,unknown,global,3,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v264_p004030.jpg
OVT-B,264,ovtb_v264_p004029,water bottle,1013,0.46648596972227097,0.46648596972227097,0.46648596972227097,4,0.75,,0.0,0.0,True,cat:1013,unknown,water bottle,unknown,global,0,16,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v264_p004029.jpg
OVT-B,760,ovtb_v760_p007570,water bottle,1013,0.3427189389864604,0.3427189389864604,0.3427189389864604,3,0.6666666666666666,6076,0.02413951234503506,0.0,True,cat:1013,unknown,water bottle,unknown,global,5,9,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v760_p007570.jpg
OVT-B,900,ovtb_v900_p008635,forklift,382,0.5610634088516235,0.5610634088516235,0.5610634088516235,8,0.875,,0.0,0.0,True,cat:382,unknown,forklift,unknown,global,0,9,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v900_p008635.jpg
OVT-B,601,ovtb_v601_p006395,microphone,585,0.5609680004417896,0.5609680004417896,0.5609680004417896,8,0.875,5098,0.1619405646324272,0.0,True,cat:585,unknown,microphone,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v601_p006395.jpg
OVT-B,601,ovtb_v601_p006396,microphone,585,0.4992091469466686,0.4992091469466686,0.4992091469466686,8,0.875,,0.0,0.0,True,cat:585,unknown,microphone,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v601_p006396.jpg
OVT-B,601,ovtb_v601_p006398,microphone,585,0.49596718698740005,0.49596718698740005,0.49596718698740005,8,0.875,,0.0,0.0,True,cat:585,unknown,microphone,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v601_p006398.jpg
OVT-B,601,ovtb_v601_p006397,microphone,585,0.4551169201731682,0.4551169201731682,0.4551169201731682,8,0.875,,0.0,0.0,True,cat:585,unknown,microphone,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v601_p006397.jpg
OVT-B,601,ovtb_v601_p006401,microphone,585,0.42663003504276276,0.42663003504276276,0.42663003504276276,2,0.5,,0.0,0.0,True,cat:585,unknown,microphone,unknown,global,14,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v601_p006401.jpg
OVT-B,601,ovtb_v601_p006399,microphone,585,0.42634681718690054,0.42634681718690054,0.42634681718690054,7,0.8571428571428571,,0.0,0.0,True,cat:585,unknown,microphone,unknown,global,0,16,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v601_p006399.jpg
OVT-B,190,ovtb_v190_p003462,microphone,585,0.4135189950466156,0.4135189950466156,0.4135189950466156,2,0.5,2376,0.4287212044061053,0.0,True,cat:585,unknown,microphone,unknown,global,0,5,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v190_p003462.jpg
OVT-B,190,ovtb_v190_p003464,microphone,585,0.38399462401866913,0.38399462401866913,0.38399462401866913,4,0.75,2376,0.02149311511605966,0.0,True,cat:585,unknown,microphone,unknown,global,19,33,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v190_p003464.jpg
OVT-B,726,ovtb_v726_p007299,microphone,585,0.37861764430999756,0.37861764430999756,0.37861764430999756,4,0.75,,0.0,0.0,True,cat:585,unknown,microphone,unknown,global,15,34,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v726_p007299.jpg
OVT-B,726,ovtb_v726_p007298,microphone,585,0.3729803264141083,0.3729803264141083,0.3729803264141083,7,0.8571428571428571,,0.0,0.0,True,cat:585,unknown,microphone,unknown,global,0,34,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v726_p007298.jpg
OVT-B,892,ovtb_v892_p008592,cup,263,0.557896189391613,0.557896189391613,0.557896189391613,8,0.875,6901,0.04976217212093842,0.0,True,cat:263,unknown,cup,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v892_p008592.jpg
OVT-B,605,ovtb_v605_p006430,cup,263,0.36632860558373587,0.36632860558373587,0.36632860558373587,7,0.8571428571428571,,0.0,0.0,True,cat:263,unknown,cup,unknown,global,0,25,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v605_p006430.jpg
OVT-B,864,ovtb_v864_p008353,swimsuit,911,0.5567650645971298,0.5567650645971298,0.5567650645971298,2,0.5,6724,0.4817904252391322,0.0,True,cat:911,unknown,swimsuit,unknown,global,3,21,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v864_p008353.jpg
OVT-B,864,ovtb_v864_p008359,swimsuit,911,0.46770771344502765,0.46770771344502765,0.46770771344502765,3,0.6666666666666666,6716,0.4175616450244906,0.0,True,cat:911,unknown,swimsuit,unknown,global,12,18,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v864_p008359.jpg
OVT-B,978,ovtb_v978_p009200,dove,300,0.556049108505249,0.556049108505249,0.556049108505249,3,0.6666666666666666,7477,0.021633329102466355,0.0,True,cat:300,unknown,dove,unknown,global,9,12,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v978_p009200.jpg
OVT-B,846,ovtb_v846_p008198,dove,300,0.3821653872728348,0.3821653872728348,0.3821653872728348,6,0.8333333333333334,,0.0,0.0,True,cat:300,unknown,dove,unknown,global,0,20,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v846_p008198.jpg
OVT-B,846,ovtb_v846_p008208,dove,300,0.3732599765062332,0.3732599765062332,0.3732599765062332,2,0.5,,0.0,0.0,True,cat:300,unknown,dove,unknown,global,7,10,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v846_p008208.jpg
OVT-B,846,ovtb_v846_p008199,dove,300,0.35448669642210007,0.35448669642210007,0.35448669642210007,4,0.75,,0.0,0.0,True,cat:300,unknown,dove,unknown,global,0,10,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v846_p008199.jpg
OVT-B,846,ovtb_v846_p008213,dove,300,0.34746478994687396,0.34746478994687396,0.34746478994687396,3,0.6666666666666666,,0.0,0.0,True,cat:300,unknown,dove,unknown,global,10,20,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v846_p008213.jpg
OVT-B,978,ovtb_v978_p009190,dove,300,0.3358354091644287,0.3358354091644287,0.3358354091644287,5,0.8,7465,0.5245289118727505,0.2,True,cat:300,unknown,dove,unknown,global,0,10,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v978_p009190.jpg
OVT-B,978,ovtb_v978_p009198,dove,300,0.32632143795490265,0.32632143795490265,0.32632143795490265,2,0.5,,0.0,0.0,True,cat:300,unknown,dove,unknown,global,7,10,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v978_p009198.jpg
OVT-B,846,ovtb_v846_p008200,dove,300,0.32535911599795025,0.32535911599795025,0.32535911599795025,6,0.8333333333333334,,0.0,0.0,True,cat:300,unknown,dove,unknown,global,0,20,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v846_p008200.jpg
OVT-B,846,ovtb_v846_p008214,dove,300,0.32027672976255417,0.32027672976255417,0.32027672976255417,4,0.75,,0.0,0.0,True,cat:300,unknown,dove,unknown,global,10,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v846_p008214.jpg
OVT-B,363,ovtb_v363_p004699,oar,624,0.5560488104820251,0.5560488104820251,0.5560488104820251,2,0.5,3525,0.2962347839131537,0.0,True,cat:624,unknown,oar,unknown,global,21,24,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v363_p004699.jpg
OVT-B,785,ovtb_v785_p007770,oar,624,0.45002225041389465,0.45002225041389465,0.45002225041389465,7,0.8571428571428571,6224,0.5287788094591074,0.14285714285714285,True,cat:624,unknown,oar,unknown,global,0,16,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v785_p007770.jpg
OVT-B,36,ovtb_v36_p002202,penguin,667,0.5535745918750763,0.5535745918750763,0.5535745918750763,2,0.5,,0.0,0.0,True,cat:667,unknown,penguin,unknown,global,305,356,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v36_p002202.jpg
OVT-B,20,ovtb_v20_p000912,penguin,667,0.4750783070921898,0.4750783070921898,0.4750783070921898,4,0.75,627,0.5103628372525867,0.25,True,cat:667,unknown,penguin,unknown,global,0,187,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v20_p000912.jpg
OVT-B,36,ovtb_v36_p002166,penguin,667,0.3612692803144455,0.3612692803144455,0.3612692803144455,2,0.5,1353,0.03236870197091043,0.0,True,cat:667,unknown,penguin,unknown,global,102,153,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v36_p002166.jpg
OVT-B,18,ovtb_v18_p000858,penguin,667,0.3473525792360306,0.3473525792360306,0.3473525792360306,2,0.5,571,0.48358990317430933,0.0,True,cat:667,unknown,penguin,unknown,global,139,324,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v18_p000858.jpg
OVT-B,390,ovtb_v390_p004878,test tube,943,0.5523557662963867,0.5523557662963867,0.5523557662963867,2,0.5,,0.0,0.0,True,cat:943,unknown,test tube,unknown,global,21,24,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v390_p004878.jpg
OVT-B,953,ovtb_v953_p009032,test tube,943,0.398357592523098,0.398357592523098,0.398357592523098,8,0.875,,0.0,0.0,True,cat:943,unknown,test tube,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v953_p009032.jpg
OVT-B,953,ovtb_v953_p009033,test tube,943,0.34311147034168243,0.34311147034168243,0.34311147034168243,8,0.875,,0.0,0.0,True,cat:943,unknown,test tube,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v953_p009033.jpg
OVT-B,390,ovtb_v390_p004876,test tube,943,0.34010176360607147,0.34010176360607147,0.34010176360607147,4,0.75,3668,0.06779207257459921,0.0,True,cat:943,unknown,test tube,unknown,global,0,17,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v390_p004876.jpg
OVT-B,390,ovtb_v390_p004877,test tube,943,0.306476891040802,0.306476891040802,0.306476891040802,2,0.5,3671,0.16769786491896324,0.0,True,cat:943,unknown,test tube,unknown,global,17,21,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v390_p004877.jpg
OVT-B,321,ovtb_v321_p004475,correction tape,247,0.5493721485137939,0.5493721485137939,0.5493721485137939,5,0.8,3293,0.014279393241806673,0.0,True,cat:247,unknown,correction tape,unknown,global,3,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v321_p004475.jpg
OVT-B,500,ovtb_v500_p005626,airplane,5,0.5493302680552006,0.5493302680552006,0.5493302680552006,8,0.875,4354,0.5535383076696383,0.25,True,cat:5,unknown,airplane,unknown,global,0,24,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v500_p005626.jpg
OVT-B,517,ovtb_v517_p005720,alarm clock,6,0.5482509769499302,0.5482509769499302,0.5482509769499302,8,0.875,4442,0.3784512432433297,0.0,True,cat:6,unknown,alarm clock,unknown,global,0,24,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v517_p005720.jpg
OVT-B,517,ovtb_v517_p005721,alarm clock,6,0.3972039073705673,0.3972039073705673,0.3972039073705673,4,0.75,,0.0,0.0,True,cat:6,unknown,alarm clock,unknown,global,7,24,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v517_p005721.jpg
OVT-B,568,ovtb_v568_p006121,necktie,612,0.5472694138685862,0.5472694138685862,0.5472694138685862,6,0.8333333333333334,,0.0,0.0,True,cat:612,unknown,necktie,unknown,global,0,16,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v568_p006121.jpg
OVT-B,568,ovtb_v568_p006123,necktie,612,0.3551403358578682,0.3551403358578682,0.3551403358578682,4,0.75,4865,0.36928765363597993,0.0,True,cat:612,unknown,necktie,unknown,global,5,11,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v568_p006123.jpg
OVT-B,163,ovtb_v163_p003340,spring rolls,871,0.540227971971035,0.540227971971035,0.540227971971035,8,0.875,2255,0.17087249712448951,0.0,True,cat:871,unknown,spring rolls,unknown,global,0,11,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v163_p003340.jpg
OVT-B,724,ovtb_v724_p007284,hang glider,452,0.5357492417097092,0.5357492417097092,0.5357492417097092,4,0.75,5864,0.47072357107217633,0.0,True,cat:452,unknown,hang glider,unknown,global,2,16,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v724_p007284.jpg
OVT-B,724,ovtb_v724_p007283,hang glider,452,0.3951399624347687,0.3951399624347687,0.3951399624347687,6,0.8333333333333334,5864,0.7395702395355518,0.16666666666666666,True,cat:452,unknown,hang glider,unknown,global,0,11,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v724_p007283.jpg
OVT-B,724,ovtb_v724_p007287,hang glider,452,0.3199009299278259,0.3199009299278259,0.3199009299278259,2,0.5,5864,0.3066283895808045,0.0,True,cat:452,unknown,hang glider,unknown,global,9,11,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v724_p007287.jpg
OVT-B,905,ovtb_v905_p008659,manhole,565,0.5328740812838078,0.5328740812838078,0.5328740812838078,8,0.875,,0.0,0.0,True,cat:565,unknown,manhole,unknown,global,0,17,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v905_p008659.jpg
OVT-B,25,ovtb_v25_p001128,pig,677,0.5321996013323466,0.5321996013323466,0.5321996013323466,3,0.6666666666666666,759,0.18244032783622702,0.0,True,cat:677,unknown,pig,unknown,global,133,222,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v25_p001128.jpg
OVT-B,24,ovtb_v24_p001083,pig,677,0.46289391815662384,0.46289391815662384,0.46289391815662384,2,0.5,738,0.12455052204949585,0.0,True,cat:677,unknown,pig,unknown,global,222,267,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v24_p001083.jpg
OVT-B,24,ovtb_v24_p001049,pig,677,0.4380536749958992,0.4380536749958992,0.4380536749958992,4,0.75,692,0.9744892021990061,0.25,True,cat:677,unknown,pig,unknown,global,0,133,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v24_p001049.jpg
OVT-B,25,ovtb_v25_p001113,pig,677,0.4195009171962738,0.4195009171962738,0.4195009171962738,2,0.5,766,0.061213628182688,0.0,True,cat:677,unknown,pig,unknown,global,0,267,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v25_p001113.jpg
OVT-B,26,ovtb_v26_p001184,pig,677,0.3861658573150635,0.3861658573150635,0.3861658573150635,2,0.5,,0.0,0.0,True,cat:677,unknown,pig,unknown,global,39,78,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v26_p001184.jpg
OVT-B,25,ovtb_v25_p001131,pig,677,0.35408900181452435,0.35408900181452435,0.35408900181452435,3,0.6666666666666666,761,0.39333982323974165,0.0,True,cat:677,unknown,pig,unknown,global,133,222,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v25_p001131.jpg
OVT-B,27,ovtb_v27_p001265,pig,677,0.3157237023115158,0.3157237023115158,0.3157237023115158,2,0.5,821,0.12658297718990102,0.0,True,cat:677,unknown,pig,unknown,global,45,181,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v27_p001265.jpg
OVT-B,1,ovtb_v1_p000032,chicken,204,0.5304907411336899,0.5304907411336899,0.5304907411336899,4,0.75,30,0.9309842129383447,0.25,True,cat:204,unknown,chicken,unknown,global,0,236,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v1_p000032.jpg
OVT-B,1,ovtb_v1_p000035,chicken,204,0.5240808178981146,0.5240808178981146,0.5240808178981146,6,0.8333333333333334,30,0.9381016680450712,0.16666666666666666,True,cat:204,unknown,chicken,unknown,global,0,330,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v1_p000035.jpg
OVT-B,1,ovtb_v1_p000086,chicken,204,0.4772757589817047,0.4772757589817047,0.4772757589817047,2,0.5,,0.0,0.0,True,cat:204,unknown,chicken,unknown,global,283,330,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v1_p000086.jpg
OVT-B,1,ovtb_v1_p000038,chicken,204,0.4660075008869171,0.4660075008869171,0.4660075008869171,5,0.8,,0.0,0.0,True,cat:204,unknown,chicken,unknown,global,0,330,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v1_p000038.jpg
OVT-B,1,ovtb_v1_p000057,chicken,204,0.453425536553065,0.453425536553065,0.453425536553065,3,0.6666666666666666,,0.0,0.0,True,cat:204,unknown,chicken,unknown,global,141,283,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v1_p000057.jpg
OVT-B,1,ovtb_v1_p000087,chicken,204,0.4486062228679657,0.4486062228679657,0.4486062228679657,2,0.5,,0.0,0.0,True,cat:204,unknown,chicken,unknown,global,283,330,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v1_p000087.jpg
OVT-B,1,ovtb_v1_p000051,chicken,204,0.4183953255414963,0.4183953255414963,0.4183953255414963,2,0.5,,0.0,0.0,True,cat:204,unknown,chicken,unknown,global,47,94,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v1_p000051.jpg
OVT-B,1,ovtb_v1_p000044,chicken,204,0.4169466296831767,0.4169466296831767,0.4169466296831767,3,0.6666666666666666,,0.0,0.0,True,cat:204,unknown,chicken,unknown,global,0,236,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v1_p000044.jpg
OVT-B,3,ovtb_v3_p000208,chicken,204,0.3866998106241226,0.3866998106241226,0.3866998106241226,4,0.75,94,0.02818015905330902,0.0,True,cat:204,unknown,chicken,unknown,global,132,308,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v3_p000208.jpg
OVT-B,1,ovtb_v1_p000041,chicken,204,0.38224926590919495,0.38224926590919495,0.38224926590919495,2,0.5,,0.0,0.0,True,cat:204,unknown,chicken,unknown,global,0,141,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v1_p000041.jpg
OVT-B,998,ovtb_v998_p009335,cougar,250,0.5304184854030609,0.5304184854030609,0.5304184854030609,8,0.875,,0.0,0.0,True,cat:250,unknown,cougar,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v998_p009335.jpg
OVT-B,354,ovtb_v354_p004667,cougar,250,0.3418577214082082,0.3418577214082082,0.3418577214082082,3,0.6666666666666666,,0.0,0.0,True,cat:250,unknown,cougar,unknown,global,5,15,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v354_p004667.jpg
OVT-B,354,ovtb_v354_p004668,cougar,250,0.30795446038246155,0.30795446038246155,0.30795446038246155,2,0.5,,0.0,0.0,True,cat:250,unknown,cougar,unknown,global,15,17,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v354_p004668.jpg
OVT-B,637,ovtb_v637_p006660,computer keyboard,240,0.5299232043325901,0.5299232043325901,0.5299232043325901,8,0.875,5333,0.03455726542350848,0.0,True,cat:240,unknown,computer keyboard,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v637_p006660.jpg
OVT-B,888,ovtb_v888_p008561,computer keyboard,240,0.5260229967534542,0.5260229967534542,0.5260229967534542,8,0.875,6875,0.42395876821525313,0.0,True,cat:240,unknown,computer keyboard,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v888_p008561.jpg
OVT-B,637,ovtb_v637_p006661,computer keyboard,240,0.39275814096132916,0.39275814096132916,0.39275814096132916,3,0.6666666666666666,,0.0,0.0,True,cat:240,unknown,computer keyboard,unknown,global,12,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v637_p006661.jpg
OVT-B,569,ovtb_v569_p006144,sweater,905,0.5283147804439068,0.5283147804439068,0.5283147804439068,8,0.875,4880,0.0586469329504621,0.0,True,cat:905,unknown,sweater,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v569_p006144.jpg
OVT-B,809,ovtb_v809_p007948,sweater,905,0.4549917791570936,0.4549917791570936,0.4549917791570936,7,0.8571428571428571,,0.0,0.0,True,cat:905,unknown,sweater,unknown,global,3,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v809_p007948.jpg
OVT-B,809,ovtb_v809_p007947,sweater,905,0.4218638986349106,0.4218638986349106,0.4218638986349106,6,0.8333333333333334,6368,0.9699160381933953,0.16666666666666666,True,cat:905,unknown,sweater,unknown,global,0,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v809_p007947.jpg
OVT-B,727,ovtb_v727_p007307,sweater,905,0.3193136155605316,0.3193136155605316,0.3193136155605316,2,0.5,,0.0,0.0,True,cat:905,unknown,sweater,unknown,global,6,12,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v727_p007307.jpg
OVT-B,278,ovtb_v278_p004113,banner,47,0.5271211018164953,0.5271211018164953,0.5271211018164953,6,0.8333333333333334,2989,0.9189765450148454,0.16666666666666666,True,cat:47,unknown,banner,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v278_p004113.jpg
OVT-B,278,ovtb_v278_p004115,banner,47,0.43861639499664307,0.43861639499664307,0.43861639499664307,6,0.8333333333333334,,0.0,0.0,True,cat:47,unknown,banner,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v278_p004115.jpg
OVT-B,863,ovtb_v863_p008313,gourd,423,0.5252607379640851,0.5252607379640851,0.5252607379640851,7,0.8571428571428571,6698,0.4495834591774941,0.0,True,cat:423,unknown,gourd,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v863_p008313.jpg
OVT-B,863,ovtb_v863_p008315,gourd,423,0.3699364960193634,0.3699364960193634,0.3699364960193634,5,0.8,6698,0.4151631529051729,0.0,True,cat:423,unknown,gourd,unknown,global,5,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v863_p008315.jpg
OVT-B,908,ovtb_v908_p008669,hair dryer,434,0.5245523937046528,0.5245523937046528,0.5245523937046528,8,0.875,6997,0.4415815510273775,0.0,True,cat:434,unknown,hair dryer,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v908_p008669.jpg
OVT-B,908,ovtb_v908_p008670,hair dryer,434,0.3825331429640452,0.3825331429640452,0.3825331429640452,3,0.6666666666666666,6997,0.44213529868683377,0.0,True,cat:434,unknown,hair dryer,unknown,global,11,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v908_p008670.jpg
OVT-B,391,ovtb_v391_p004890,rearview mirror,753,0.5222571392854055,0.5222571392854055,0.5222571392854055,3,0.6666666666666666,3680,0.0007908732174290641,0.0,True,cat:753,unknown,rearview mirror,unknown,global,5,8,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v391_p004890.jpg
OVT-B,588,ovtb_v588_p006309,rearview mirror,753,0.43433836102485657,0.43433836102485657,0.43433836102485657,2,0.5,5021,0.012023135216050916,0.0,True,cat:753,unknown,rearview mirror,unknown,global,11,16,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v588_p006309.jpg
OVT-B,391,ovtb_v391_p004888,rearview mirror,753,0.36974876125653583,0.36974876125653583,0.36974876125653583,3,0.6666666666666666,3680,0.0030091091068799565,0.0,True,cat:753,unknown,rearview mirror,unknown,global,0,11,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v391_p004888.jpg
