blinded_item_id,domain,dataset,task,candidate_unit,asset_ref,context_ref,audit_question,external_label,external_uncertain_reason,external_confidence,external_reviewer_id,external_review_timestamp
EXTAUD-00213,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::737->737::3d7cfb3afa6eb185->3d7cfb3afa6eb185,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00214,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::348->348::8d779af2c23b6f70->8d779af2c23b6f70,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00215,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l449_img4012_d001_animal,location=449 video=44900 frame=11,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00216,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l218_img2247_d001_animal,location=218 video=21801 frame=46,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00217,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l212_img158_d001_animal,location=212 video=21203 frame=157,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00218,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l529_img5316_d001_animal,location=529 video=52902 frame=115,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00219,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l392_img3120_d001_animal,location=392 video=39202 frame=119,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00220,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::50->50::53827a436882410d->53827a436882410d,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00221,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3233->3233::5fefa1c206b8034a->5fefa1c206b8034a,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00222,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l210_img655_d001_animal,location=210 video=21001 frame=54,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00223,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::4034->4034::c2b694883205323c->c2b694883205323c,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00224,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1106->1106::410d6a9fd2c5aa3a->410d6a9fd2c5aa3a,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00225,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l210_img788_d001_animal,location=210 video=21004 frame=187,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00226,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l218_img2224_d001_animal,location=218 video=21800 frame=23,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00227,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5140->5140::e6afdacd50208c6b->e6afdacd50208c6b,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00228,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4999_d001_animal,location=526 video=52604 frame=198,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00229,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l177_img1988_d001_animal,location=177 video=17704 frame=187,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00230,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l449_img4091_d001_animal,location=449 video=44902 frame=90,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00231,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img278_d001_animal,location=3 video=301 frame=77,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00232,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::236->236::80ad60543848258d->80ad60543848258d,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00233,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5600_d001_animal,location=176 video=17604 frame=199,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00234,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::890->890::4c3b032b65f269bc->4c3b032b65f269bc,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00235,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::981->981::c3fc8602c9e1fd5b->c3fc8602c9e1fd5b,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00236,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::6748->6748::71fa1b4146476d09->71fa1b4146476d09,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00237,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img328_d001_animal,location=3 video=303 frame=127,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00238,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l212_img148_d001_animal,location=212 video=21203 frame=147,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00239,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l408_img3431_d001_animal,location=408 video=40800 frame=30,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00240,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1747->1747::04dd1794e564e5c1->04dd1794e564e5c1,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00241,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1633->1633::cb744255fcb851da->cb744255fcb851da,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00242,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l218_img2220_d001_animal,location=218 video=21800 frame=19,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00243,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img324_d001_animal,location=3 video=303 frame=123,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00244,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::3149->3149::886ea62b90e00067->886ea62b90e00067,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00245,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2520_d001_animal,location=519 video=51902 frame=119,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00246,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l119_img5711_d001_animal,location=119 video=11902 frame=110,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00247,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l218_img2272_d001_animal,location=218 video=21801 frame=71,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00248,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2474_d001_animal,location=519 video=51901 frame=73,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00249,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5600_d001_animal,location=176 video=17604 frame=199,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00250,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1574->1574::338d6bf1c4a74e2a->338d6bf1c4a74e2a,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00251,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l392_img3120_d001_animal,location=392 video=39202 frame=119,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00252,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::979->979::6e1db41dcf78a502->6e1db41dcf78a502,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00253,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img882_d001_animal,location=470 video=47002 frame=81,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00254,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::431->431::9c6605b2323c5161->9c6605b2323c5161,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00255,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::9229->9229::a34a1555144db390->a34a1555144db390,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00256,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l119_img5631_d001_animal,location=119 video=11900 frame=30,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00257,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2542->2542::4688c4e61d6e42f1->4688c4e61d6e42f1,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00258,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1518->1518::ca942fe48d82758c->ca942fe48d82758c,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00259,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img806_d001_animal,location=470 video=47000 frame=5,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00260,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2455_d001_animal,location=519 video=51901 frame=54,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00261,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l529_img5387_d001_animal,location=529 video=52904 frame=186,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00262,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5562_d001_animal,location=176 video=17604 frame=161,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00263,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4844_d001_animal,location=526 video=52601 frame=43,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00264,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l177_img1954_d001_animal,location=177 video=17703 frame=153,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00265,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l449_img4016_d001_animal,location=449 video=44900 frame=15,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00266,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l212_img95_d001_animal,location=212 video=21202 frame=94,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00267,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l105_img5898_d001_animal,location=105 video=10502 frame=97,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00268,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l212_img198_d001_animal,location=212 video=21204 frame=197,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00269,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img825_d001_animal,location=470 video=47000 frame=24,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00270,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3763->3763::094eccfe465af443->094eccfe465af443,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00271,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l449_img4156_d001_animal,location=449 video=44903 frame=155,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00272,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img829_d001_animal,location=470 video=47000 frame=28,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00273,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l177_img1902_d001_animal,location=177 video=17702 frame=101,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00274,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2479_d001_animal,location=519 video=51901 frame=78,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00275,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l105_img5944_d001_animal,location=105 video=10503 frame=143,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00276,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img918_d001_animal,location=470 video=47002 frame=117,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00277,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4805_d001_animal,location=526 video=52600 frame=4,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00278,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2599_d001_animal,location=519 video=51904 frame=198,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00279,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l57_img3270_d001_animal,location=57 video=5701 frame=69,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00280,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5489_d001_animal,location=176 video=17602 frame=88,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00281,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l408_img3499_d001_animal,location=408 video=40802 frame=98,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00282,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5561_d001_animal,location=176 video=17603 frame=160,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00283,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l119_img5693_d001_animal,location=119 video=11902 frame=92,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00284,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l449_img4026_d001_animal,location=449 video=44900 frame=25,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00285,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4967_d001_animal,location=526 video=52604 frame=166,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00286,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l449_img4111_d001_animal,location=449 video=44902 frame=110,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00287,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l218_img2272_d001_animal,location=218 video=21801 frame=71,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00288,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l218_img2250_d001_animal,location=218 video=21801 frame=49,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00289,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::6461->6461::a457e21490d42fb7->a457e21490d42fb7,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00290,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l210_img680_d001_animal,location=210 video=21001 frame=79,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00291,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l497_img1002_d001_animal,location=497 video=49700 frame=1,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00292,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img209_d001_animal,location=3 video=300 frame=8,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00293,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l449_img4132_d001_animal,location=449 video=44903 frame=131,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00294,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img236_d001_animal,location=3 video=300 frame=35,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00295,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l90_img1552_d001_animal,location=90 video=9003 frame=151,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00296,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l119_img5658_d001_animal,location=119 video=11901 frame=57,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00297,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::5740->5740::49cfd312d1d34a01->49cfd312d1d34a01,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00298,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l529_img5265_d001_animal,location=529 video=52901 frame=64,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00299,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::2487->2487::cb38708f0f728956->cb38708f0f728956,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00300,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::85->85::080f1d469c7c2550->080f1d469c7c2550,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00301,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img860_d001_animal,location=470 video=47001 frame=59,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00302,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l119_img5706_d001_animal,location=119 video=11902 frame=105,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00303,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1279->1279::8397952c0985ac2e->8397952c0985ac2e,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00304,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l57_img3345_d001_animal,location=57 video=5703 frame=144,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00305,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l212_img155_d001_animal,location=212 video=21203 frame=154,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00306,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::8079->8079::8e9444495f13c8d2->8e9444495f13c8d2,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00307,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l497_img1047_d001_animal,location=497 video=49701 frame=46,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00308,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3752->3752::4e76873fa52b4578->4e76873fa52b4578,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00309,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l119_img5615_d001_animal,location=119 video=11900 frame=14,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00310,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1430->1430::3af6fd704792048d->3af6fd704792048d,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00311,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l408_img3474_d001_animal,location=408 video=40801 frame=73,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00312,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l456_img450_d001_animal,location=456 video=45601 frame=49,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00313,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l57_img3340_d001_animal,location=57 video=5703 frame=139,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00314,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l392_img3111_d001_animal,location=392 video=39202 frame=110,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00315,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2423->2423::cba5659562007e7e->cba5659562007e7e,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00316,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img858_d001_animal,location=470 video=47001 frame=57,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00317,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::275->275::8c4dbd6ddcb5a732->8c4dbd6ddcb5a732,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00318,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l105_img5802_d001_animal,location=105 video=10500 frame=1,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
