audit_item_id,packet,strong_model_id,strong_model_label,strong_model_confidence,strong_model_support_score,model_reason,image_pair_available,source_image_sha256,target_image_sha256,center_distance_px,normalized_distance,bbox_area_ratio,crop_ncc,template_best_ncc,template_pred_target_distance_px,source_center_segmented,target_center_segmented,frame_gap,evidence_scope
CTC-PHASE81-0281,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.935218,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,f9f02f239bdd5f910ff35da621cd58732838aeb668e638a2f677897a55494563,d4081d9a0b5ae10431c03551d545d8894da05c6d9d3e14391a190845da1f42d7,0.5,0.038195,0.9,0.863059,0.945284,2.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0287,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.938828,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,5a725791d5475194e2f32b96cc748bef69803d01e01e7212452db9cff283664f,72018e135877cf852939447d1bc9c4ed85e8b2e48996727057405b8f882b3b6c,0.0,0.0,1.0,0.953946,0.913111,2.236068,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0289,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.913427,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,e6b65e03c58be786e4fb26cf2dcb8dd490e4d22111495f22b00d09015a450164,11d5a826235403339db5957c6bb914548bd42e2bd67235444dc8657d5a08671f,0.0,0.0,1.0,0.863989,0.895687,3.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0291,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.958981,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,a1f72d09730e21c8932bec138929fa220d8e475f5e7ed29e312b0e194c6951d9,110405e6cd7aa95fd3788877a3743ce8d1ce26714f2abfe558483ea0e7073705,0.0,0.0,1.0,0.970867,0.86269,1.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0296,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.87507,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,e1f5ff25ccb736b98c224fa1febe1eda0889737d58fc20c9ca886193a5429d05,69bd5588d7ecadf35b1655ac80b746dbd77b225bca97cbbd45799d55ae8996cd,0.0,0.0,1.0,0.782961,0.96897,5.830952,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0298,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.915332,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,32f7789e7c1f110c395e341a2443f94b2152cdef138bcce163f52fd1929116a8,359ff968fe67597980720e7414e5dffc0742c93d600a874f75cc671b252b894f,0.0,0.0,1.0,0.881006,0.977425,3.605551,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0302,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.966461,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,6b2fc4bc5074f2ed12d871f6290de0a96051fe3936c845e6bd2fbbe9703d9c82,9e43cb333c4ecd06fd2d6c2e1036076f36956662e696aba3a877315517738604,0.0,0.0,1.0,0.970018,0.931619,1.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0303,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.910101,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,72018e135877cf852939447d1bc9c4ed85e8b2e48996727057405b8f882b3b6c,716a62f0f1254035accd16faace5b01050e91311ed62815a7150e12d4aaf8772,0.0,0.0,1.0,0.888032,0.86216,3.162278,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0308,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.962256,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,15cc2d29a275d34b9f085a9f0948dc4643aae474b1aad5d78ecba7d4a4313c17,da803c0bd47c89de2440aec8e1c0889fdabf20f9e492fce486b880237271b128,0.0,0.0,1.0,0.979568,0.959301,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0310,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.896417,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,e1f5ff25ccb736b98c224fa1febe1eda0889737d58fc20c9ca886193a5429d05,69bd5588d7ecadf35b1655ac80b746dbd77b225bca97cbbd45799d55ae8996cd,0.0,0.0,1.0,0.78953,0.491748,1.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0312,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.964242,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,41fc5275acc6259a4a6e5de7263fd678e6000353f1cccace6d6f73bc9131c788,17949750bd6c54e0673881bbcba006350089c269083235cdbff78563517841cd,0.0,0.0,1.0,0.983142,0.97346,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0313,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.919305,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,99b46d32e16dceced18f28a7156e1f7d5cabea6573ef118c03b98eb6341605ec,1377df1cb03f9de0e3e5bb7cd2258af99dc622225294a6ff0c7c36f3091719b7,0.0,0.0,1.0,0.854022,0.982939,3.162278,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0314,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.969158,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,da803c0bd47c89de2440aec8e1c0889fdabf20f9e492fce486b880237271b128,8db93fce19962c81fd7d9bdeea0cb3fc2b950e2811d96a9fb444d67c93a781c1,0.0,0.0,1.0,0.982387,0.94264,1.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0320,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.923687,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,e1f5ff25ccb736b98c224fa1febe1eda0889737d58fc20c9ca886193a5429d05,69bd5588d7ecadf35b1655ac80b746dbd77b225bca97cbbd45799d55ae8996cd,0.0,0.0,1.0,0.896538,0.976392,3.162278,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0322,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.937383,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,33ed4b99babc3f303e711cd08f9dfef06b7664f3dcf38254dc386fbab8a0d236,74e8e0ad0d55b0f09ec1b3587c7890aaaa6d14163c808719741ccee9d3dc0b5d,0.0,0.0,1.0,0.915562,0.941854,2.236068,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0324,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.921553,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,dedfda20aafe1fd2bf6601bf701678e1d27046b1728a2a4f317af3b952a43266,8c76865afe89f06eecee046d6e1f251426f578bd2b5e74107cd168c18f8bf607,0.0,0.0,1.0,0.860955,0.972872,3.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0326,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.944308,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,edb7661e9e7e59dbe936b532e2e36fdd0cbedf809d63717ea174ab31caff0876,43826b44be1cb8c4deb9348bd008ceacc75a1a89b238a9f2e334d58a1b859ef9,0.0,0.0,1.0,0.949295,0.929766,2.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0330,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.945901,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,69bd5588d7ecadf35b1655ac80b746dbd77b225bca97cbbd45799d55ae8996cd,d52987f17bd35e9df84f4857da9f20d586995a4d43b217a4b88e406d60034542,0.0,0.0,1.0,0.940117,0.954261,2.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0331,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.926368,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,69bd5588d7ecadf35b1655ac80b746dbd77b225bca97cbbd45799d55ae8996cd,d52987f17bd35e9df84f4857da9f20d586995a4d43b217a4b88e406d60034542,0.0,0.0,1.0,0.936046,0.819371,2.236068,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0335,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.986594,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,99b46d32e16dceced18f28a7156e1f7d5cabea6573ef118c03b98eb6341605ec,1377df1cb03f9de0e3e5bb7cd2258af99dc622225294a6ff0c7c36f3091719b7,0.0,0.0,1.0,0.97966,0.900316,0.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0336,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.924433,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,bbdb948f35e2c8e8d16de63c6b753812b2975b3178d8e845471706abc1b65b16,15cc2d29a275d34b9f085a9f0948dc4643aae474b1aad5d78ecba7d4a4313c17,0.0,0.0,1.0,0.862462,0.882048,2.236068,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0338,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.964461,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,74e8e0ad0d55b0f09ec1b3587c7890aaaa6d14163c808719741ccee9d3dc0b5d,d5c985241d82384eb05a516f897358aced9ef31de2574cc1230fd5a68035a4fd,0.0,0.0,1.0,0.947946,0.937516,1.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0342,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.932295,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,8c76865afe89f06eecee046d6e1f251426f578bd2b5e74107cd168c18f8bf607,e1f5ff25ccb736b98c224fa1febe1eda0889737d58fc20c9ca886193a5429d05,0.0,0.0,1.0,0.949594,0.94899,2.828427,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0344,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.923366,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,74e8e0ad0d55b0f09ec1b3587c7890aaaa6d14163c808719741ccee9d3dc0b5d,d5c985241d82384eb05a516f897358aced9ef31de2574cc1230fd5a68035a4fd,0.0,0.0,1.0,0.96291,0.623933,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0345,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.94611,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,43826b44be1cb8c4deb9348bd008ceacc75a1a89b238a9f2e334d58a1b859ef9,9e0fb297ea5a47eeac33cdf285a6b50a7bb90148d124aaaadbcd696026db7ab5,0.0,0.0,1.0,0.961572,0.970993,2.236068,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0346,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.953882,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,bbdb948f35e2c8e8d16de63c6b753812b2975b3178d8e845471706abc1b65b16,15cc2d29a275d34b9f085a9f0948dc4643aae474b1aad5d78ecba7d4a4313c17,0.0,0.0,1.0,0.939906,0.926442,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0347,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.971107,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,1304aaaa4401c095dc0c69f6ab516cba11d4aa8bec7ea73279f8f339bb37d4fb,cb3c8da9135eff8c7aa4935ba0908c5ebd973c284d33a03390e78352e6fffca0,0.0,0.0,1.0,0.984899,0.957615,1.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0349,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.939112,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,ef857ec4d4e3b752b455ec8e7debd67089a20a4cde85468a1f5507043f0fcc1d,36fe1ec28805cdeb934719e30087f603de59818b91f09f0ba6e23f05d2e3470d,0.0,0.0,1.0,0.919436,0.953344,2.236068,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0355,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.991311,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,17949750bd6c54e0673881bbcba006350089c269083235cdbff78563517841cd,a785e2b73e587dcb7703d4b5ddfc73f581316a7c63e5741895ae635f7a5e6915,0.0,0.0,1.0,0.989679,0.932267,0.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0356,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.957777,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,29bd8001ea25fb44721cdd9cea9f37ae3438436693e1bd3674475e6137f8665e,ffc2eba5c085aa7dec11f44b440affa36a1e35068f96f00bce53f005ecd84dfb,0.0,0.0,1.0,0.951767,0.948916,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0358,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.909245,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,43826b44be1cb8c4deb9348bd008ceacc75a1a89b238a9f2e334d58a1b859ef9,9e0fb297ea5a47eeac33cdf285a6b50a7bb90148d124aaaadbcd696026db7ab5,0.0,0.0,1.0,0.836584,0.970554,3.605551,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0359,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.94871,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,110405e6cd7aa95fd3788877a3743ce8d1ce26714f2abfe558483ea0e7073705,99b46d32e16dceced18f28a7156e1f7d5cabea6573ef118c03b98eb6341605ec,0.0,0.0,1.0,0.973409,0.842877,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0362,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.855597,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,5af8e9b313e792d3a80ebac6abf370f8f8024a12d3de0b719726d4895f7a7a6a,d69f5c7bfdd63827020c6068e285d36a0aa569e90450fe375893dfa7b4ae536f,2.0,0.282843,1.0,0.775942,0.805138,2.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0364,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.915653,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,5d9520dd41db11c7a733be49f8e7fe29cb88aa4646e16e2146903b94cfdb7161,37058a7e09cffcf3be44ba35db632c6fdfe977c400c99ac84e76673e11be0ba6,0.0,0.0,1.0,0.89615,0.727238,2.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0366,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.926941,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,dedfda20aafe1fd2bf6601bf701678e1d27046b1728a2a4f317af3b952a43266,8c76865afe89f06eecee046d6e1f251426f578bd2b5e74107cd168c18f8bf607,0.0,0.0,1.0,0.929876,0.831305,2.236068,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0367,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.972195,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,8c76865afe89f06eecee046d6e1f251426f578bd2b5e74107cd168c18f8bf607,e1f5ff25ccb736b98c224fa1febe1eda0889737d58fc20c9ca886193a5429d05,0.0,0.0,1.0,0.964697,0.785742,0.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0368,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.945834,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,5d9520dd41db11c7a733be49f8e7fe29cb88aa4646e16e2146903b94cfdb7161,37058a7e09cffcf3be44ba35db632c6fdfe977c400c99ac84e76673e11be0ba6,0.0,0.0,1.0,0.926268,0.868161,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0370,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.944816,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,eb66d421c7a60a7dbd70b2c609bc6f1a1846f7d0911e46de2cc701331798db5a,4b23be14f754c6fe5ac5d200c1b86a538a07a985eceac4172982c8b7f37aee3f,0.0,0.0,1.0,0.942055,0.942283,2.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0374,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.864989,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,8c76865afe89f06eecee046d6e1f251426f578bd2b5e74107cd168c18f8bf607,e1f5ff25ccb736b98c224fa1febe1eda0889737d58fc20c9ca886193a5429d05,0.0,0.0,1.0,0.718772,0.903255,5.385165,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0376,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.952158,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,9e0fb297ea5a47eeac33cdf285a6b50a7bb90148d124aaaadbcd696026db7ab5,44a84707d5e7ac2933ef5ffd518ce85c76630fe66dbbe011ea5b3c30df0103c0,0.0,0.0,1.0,0.931201,0.920268,1.414214,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
CTC-PHASE81-0384,release_audit,phase91_ctc_image_template_segmentation_surrogate_v1,same_cell_supported,high,0.939956,"image-template, local-crop and geometry evidence support adjacent-frame same-cell link",True,bbdb948f35e2c8e8d16de63c6b753812b2975b3178d8e845471706abc1b65b16,15cc2d29a275d34b9f085a9f0948dc4643aae474b1aad5d78ecba7d4a4313c17,0.0,0.0,1.0,0.950922,0.888425,2.0,True,True,1,ctc_strong_model_annotation;image_template_segmentation_surrogate;model_surrogate_labels_only;replaces_manual_review_operationally_not_evidentially;not_external_human_audit;not_expert_microscopy_adjudication;not_CTC_ground_truth;not_completed_real_audit_positive_evidence;not_materials_or_DFT_evidence
