audit_item_id,ctc_dataset,sequence_id,frame_start,frame_end,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,ai_label,ai_confidence,ai_support_score,ai_reason,human_label,human_confidence,human_notes,human_accepts_ai_label
CTC-PHASE81-0496,Fluo-N2DL-HeLa,2,6,7,Fluo-N2DL-HeLa/02/t006,6,766,124,5,5,Fluo-N2DL-HeLa/02/t007,7,766,124,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0497,Fluo-N2DL-HeLa,2,19,20,Fluo-N2DL-HeLa/02/t019,19,622,378,5,5,Fluo-N2DL-HeLa/02/t020,20,622,378,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0498,Fluo-N2DL-HeLa,2,38,39,Fluo-N2DL-HeLa/02/t038,38,508,400,5,5,Fluo-N2DL-HeLa/02/t039,39,508,400,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0500,Fluo-N2DL-HeLa,2,33,34,Fluo-N2DL-HeLa/02/t033,33,577,208,5,5,Fluo-N2DL-HeLa/02/t034,34,577,208,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0502,Fluo-N2DL-HeLa,2,7,8,Fluo-N2DL-HeLa/02/t007,7,791,603,5,5,Fluo-N2DL-HeLa/02/t008,8,791,603,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0503,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,588,290,5,5,Fluo-N2DL-HeLa/02/t021,21,588,290,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0504,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,674,186,5,5,Fluo-N2DL-HeLa/02/t023,23,674,186,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0509,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,804,661,5,5,Fluo-N2DL-HeLa/02/t028,28,804,661,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0510,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,741,626,5,5,Fluo-N2DL-HeLa/02/t018,18,741,626,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0515,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,417,601,5,5,Fluo-N2DL-HeLa/02/t018,18,417,601,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0520,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,727,328,5,5,Fluo-N2DL-HeLa/02/t026,26,727,328,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0521,Fluo-N2DL-HeLa,2,31,32,Fluo-N2DL-HeLa/02/t031,31,445,370,5,5,Fluo-N2DL-HeLa/02/t032,32,445,370,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0522,Fluo-N2DL-HeLa,2,29,30,Fluo-N2DL-HeLa/02/t029,29,584,67,5,5,Fluo-N2DL-HeLa/02/t030,30,584,67,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0528,PhC-C2DH-U373,2,109,110,PhC-C2DH-U373/02/t109,109,603,170,9,9,PhC-C2DH-U373/02/t110,110,603,170,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0530,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,566,235,5,5,Fluo-N2DL-HeLa/02/t024,24,566,235,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0531,Fluo-N2DL-HeLa,2,4,5,Fluo-N2DL-HeLa/02/t004,4,490,666,5,5,Fluo-N2DL-HeLa/02/t005,5,490,666,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0532,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,583,246,5,5,Fluo-N2DL-HeLa/02/t018,18,583,246,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0533,Fluo-N2DL-HeLa,2,16,17,Fluo-N2DL-HeLa/02/t016,16,637,129,5,5,Fluo-N2DL-HeLa/02/t017,17,637,129,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0534,PhC-C2DH-U373,2,8,9,PhC-C2DH-U373/02/t008,8,616,438,11,11,PhC-C2DH-U373/02/t009,9,616,438,11,11,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0535,Fluo-N2DL-HeLa,2,2,3,Fluo-N2DL-HeLa/02/t002,2,706,418,5,5,Fluo-N2DL-HeLa/02/t003,3,706,418,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0536,Fluo-N2DL-HeLa,2,12,13,Fluo-N2DL-HeLa/02/t012,12,469,209,5,5,Fluo-N2DL-HeLa/02/t013,13,469,209,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0541,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,777,573,5,5,Fluo-N2DL-HeLa/02/t018,18,777,573,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0545,PhC-C2DH-U373,2,45,46,PhC-C2DH-U373/02/t045,45,638,296,3,3,PhC-C2DH-U373/02/t046,46,637,297,3,4,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0548,Fluo-N2DL-HeLa,2,18,19,Fluo-N2DL-HeLa/02/t018,18,417,601,5,5,Fluo-N2DL-HeLa/02/t019,19,417,601,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0549,PhC-C2DH-U373,2,71,72,PhC-C2DH-U373/02/t071,71,73,246,9,9,PhC-C2DH-U373/02/t072,72,73,246,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0551,PhC-C2DH-U373,2,74,75,PhC-C2DH-U373/02/t074,74,74,243,9,9,PhC-C2DH-U373/02/t075,75,74,243,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0555,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,807,662,5,5,Fluo-N2DL-HeLa/02/t024,24,807,662,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0556,Fluo-N2DL-HeLa,2,27,28,Fluo-N2DL-HeLa/02/t027,27,546,199,5,5,Fluo-N2DL-HeLa/02/t028,28,546,199,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0558,Fluo-N2DL-HeLa,2,20,21,Fluo-N2DL-HeLa/02/t020,20,761,59,5,5,Fluo-N2DL-HeLa/02/t021,21,761,59,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0559,Fluo-N2DL-HeLa,2,43,44,Fluo-N2DL-HeLa/02/t043,43,909,277,5,5,Fluo-N2DL-HeLa/02/t044,44,909,277,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0561,PhC-C2DH-U373,2,14,15,PhC-C2DH-U373/02/t014,14,548,96,9,10,PhC-C2DH-U373/02/t015,15,548,97,9,9,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0563,Fluo-N2DL-HeLa,2,49,50,Fluo-N2DL-HeLa/02/t049,49,710,384,5,5,Fluo-N2DL-HeLa/02/t050,50,710,384,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0565,Fluo-N2DL-HeLa,2,23,24,Fluo-N2DL-HeLa/02/t023,23,634,70,5,5,Fluo-N2DL-HeLa/02/t024,24,634,70,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0566,Fluo-N2DL-HeLa,2,11,12,Fluo-N2DL-HeLa/02/t011,11,692,665,5,5,Fluo-N2DL-HeLa/02/t012,12,692,665,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0570,Fluo-N2DL-HeLa,2,22,23,Fluo-N2DL-HeLa/02/t022,22,825,449,5,5,Fluo-N2DL-HeLa/02/t023,23,825,449,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0571,Fluo-N2DL-HeLa,2,25,26,Fluo-N2DL-HeLa/02/t025,25,699,644,5,5,Fluo-N2DL-HeLa/02/t026,26,699,644,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0573,Fluo-N2DL-HeLa,2,5,6,Fluo-N2DL-HeLa/02/t005,5,501,346,5,5,Fluo-N2DL-HeLa/02/t006,6,501,346,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0576,Fluo-N2DL-HeLa,2,9,10,Fluo-N2DL-HeLa/02/t009,9,583,162,5,5,Fluo-N2DL-HeLa/02/t010,10,583,162,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0580,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,915,340,5,5,Fluo-N2DL-HeLa/02/t018,18,915,340,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0584,Fluo-N2DL-HeLa,2,38,39,Fluo-N2DL-HeLa/02/t038,38,879,294,5,5,Fluo-N2DL-HeLa/02/t039,39,879,294,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0586,Fluo-N2DL-HeLa,2,7,8,Fluo-N2DL-HeLa/02/t007,7,718,447,5,5,Fluo-N2DL-HeLa/02/t008,8,718,447,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0596,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,530,100,5,5,Fluo-N2DL-HeLa/02/t018,18,530,100,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0598,Fluo-N2DL-HeLa,2,39,40,Fluo-N2DL-HeLa/02/t039,39,843,303,5,5,Fluo-N2DL-HeLa/02/t040,40,843,303,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0599,Fluo-N2DL-HeLa,2,33,34,Fluo-N2DL-HeLa/02/t033,33,762,56,5,5,Fluo-N2DL-HeLa/02/t034,34,762,56,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
CTC-PHASE81-0600,Fluo-N2DL-HeLa,2,17,18,Fluo-N2DL-HeLa/02/t017,17,507,665,5,5,Fluo-N2DL-HeLa/02/t018,18,507,665,5,5,same_cell_supported,high,0.95,near-zero adjacent-frame displacement with similar bbox size,,,,
