audit_id,path_id,queue_membership,queue_calibration,queue_simulated_strict_release,queue_raw_topK_reference,simulated_release_hits,simulated_release_budgets,simulated_release_seeds,ctc_dataset,sequence_id,frame_start,frame_end,video_id,candidate_rank,score,source_image_path,source_frame_index,source_bbox_x,source_bbox_y,source_bbox_w,source_bbox_h,target_image_path,target_frame_index,target_bbox_x,target_bbox_y,target_bbox_w,target_bbox_h,human_label,human_verified_positive_for_calibration,human_reason,human_confidence,human_review_status,human_confirmation_note
CTC-AUDIT-00461,ctc_Fluo-N2DL-HeLa_02_f008_s829_to_f009_t829,simulated_strict_release,False,True,False,9,300,"0,1,4,6,8,12,13,14,15",Fluo-N2DL-HeLa,2,8,9,220008,461,0.9999999999941682,Fluo-N2DL-HeLa/02/t008,8,682,588,5,5,Fluo-N2DL-HeLa/02/t009,9,682,588,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00462,ctc_Fluo-N2DL-HeLa_02_f005_s353_to_f006_t353,simulated_strict_release,False,True,False,5,300,"2,3,7,12,13",Fluo-N2DL-HeLa,2,5,6,220005,462,0.9999999999941548,Fluo-N2DL-HeLa/02/t005,5,535,277,5,5,Fluo-N2DL-HeLa/02/t006,6,535,277,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00463,ctc_Fluo-N2DL-HeLa_02_f027_s748_to_f028_t748,simulated_strict_release,False,True,False,7,300,"1,2,11,14,16,18,19",Fluo-N2DL-HeLa,2,27,28,220027,463,0.9999999999941214,Fluo-N2DL-HeLa/02/t027,27,417,535,5,5,Fluo-N2DL-HeLa/02/t028,28,417,535,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00464,ctc_Fluo-N2DL-HeLa_02_f030_s562_to_f031_t562,simulated_strict_release,False,True,False,4,300,"0,2,16,18",Fluo-N2DL-HeLa,2,30,31,220030,464,0.9999999999941178,Fluo-N2DL-HeLa/02/t030,30,739,122,5,5,Fluo-N2DL-HeLa/02/t031,31,739,122,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00465,ctc_Fluo-N2DL-HeLa_02_f028_s572_to_f029_t572,simulated_strict_release,False,True,False,8,300,"3,4,7,8,11,13,15,19",Fluo-N2DL-HeLa,2,28,29,220028,465,0.9999999999940878,Fluo-N2DL-HeLa/02/t028,28,686,121,5,5,Fluo-N2DL-HeLa/02/t029,29,686,121,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00466,ctc_PhC-C2DH-U373_02_f058_s1_to_f059_t1,simulated_strict_release,False,True,False,4,300,"4,12,14,16",PhC-C2DH-U373,2,58,59,320058,466,0.999999999994067,PhC-C2DH-U373/02/t058,58,77,295,9,9,PhC-C2DH-U373/02/t059,59,77,295,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00467,ctc_Fluo-N2DL-HeLa_02_f022_s711_to_f023_t711,simulated_strict_release,False,True,False,7,300,"1,5,9,10,11,12,17",Fluo-N2DL-HeLa,2,22,23,220022,467,0.9999999999940667,Fluo-N2DL-HeLa/02/t022,22,830,334,5,5,Fluo-N2DL-HeLa/02/t023,23,830,334,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00468,ctc_Fluo-N2DL-HeLa_02_f017_s311_to_f018_t311,simulated_strict_release,False,True,False,9,300,"1,2,6,9,10,12,13,16,17",Fluo-N2DL-HeLa,2,17,18,220017,468,0.9999999999940644,Fluo-N2DL-HeLa/02/t017,17,530,100,5,5,Fluo-N2DL-HeLa/02/t018,18,530,100,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00469,ctc_Fluo-N2DL-HeLa_02_f031_s572_to_f032_t572,simulated_strict_release,False,True,False,8,300,"4,8,9,10,11,12,15,17",Fluo-N2DL-HeLa,2,31,32,220031,469,0.999999999994056,Fluo-N2DL-HeLa/02/t031,31,686,121,5,5,Fluo-N2DL-HeLa/02/t032,32,686,121,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00470,ctc_Fluo-N2DL-HeLa_02_f004_s736_to_f005_t736,simulated_strict_release,False,True,False,3,300,"10,16,17",Fluo-N2DL-HeLa,2,4,5,220004,470,0.9999999999940508,Fluo-N2DL-HeLa/02/t004,4,363,553,5,5,Fluo-N2DL-HeLa/02/t005,5,363,553,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00471,ctc_Fluo-N2DL-HeLa_02_f028_s560_to_f029_t560,simulated_strict_release,False,True,False,8,300,"3,4,7,8,11,13,15,19",Fluo-N2DL-HeLa,2,28,29,220028,471,0.9999999999940274,Fluo-N2DL-HeLa/02/t028,28,795,117,5,5,Fluo-N2DL-HeLa/02/t029,29,795,117,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00472,ctc_Fluo-N2DL-HeLa_02_f018_s296_to_f019_t296,simulated_strict_release,False,True,False,7,300,"3,5,8,10,11,15,19",Fluo-N2DL-HeLa,2,18,19,220018,472,0.9999999999940236,Fluo-N2DL-HeLa/02/t018,18,395,386,5,5,Fluo-N2DL-HeLa/02/t019,19,395,386,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00473,ctc_Fluo-N2DL-HeLa_02_f007_s692_to_f008_t692,simulated_strict_release,False,True,False,8,300,"0,2,5,7,9,10,15,17",Fluo-N2DL-HeLa,2,7,8,220007,473,0.999999999994014,Fluo-N2DL-HeLa/02/t007,7,782,423,5,5,Fluo-N2DL-HeLa/02/t008,8,782,423,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00474,ctc_Fluo-N2DL-HeLa_02_f017_s831_to_f018_t831,simulated_strict_release,False,True,False,9,300,"1,2,6,9,10,12,13,16,17",Fluo-N2DL-HeLa,2,17,18,220017,474,0.9999999999939936,Fluo-N2DL-HeLa/02/t017,17,741,626,5,5,Fluo-N2DL-HeLa/02/t018,18,741,626,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00475,ctc_Fluo-N2DL-HeLa_02_f019_s831_to_f020_t831,simulated_strict_release,False,True,False,4,300,"3,6,8,9",Fluo-N2DL-HeLa,2,19,20,220019,475,0.999999999993986,Fluo-N2DL-HeLa/02/t019,19,740,629,5,5,Fluo-N2DL-HeLa/02/t020,20,740,629,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00476,ctc_Fluo-N2DL-HeLa_02_f031_s571_to_f032_t571,simulated_strict_release,False,True,False,8,300,"4,8,9,10,11,12,15,17",Fluo-N2DL-HeLa,2,31,32,220031,476,0.999999999993975,Fluo-N2DL-HeLa/02/t031,31,678,192,5,5,Fluo-N2DL-HeLa/02/t032,32,678,192,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00477,ctc_Fluo-N2DL-HeLa_02_f026_s261_to_f027_t261,simulated_strict_release,False,True,False,4,300,"0,7,15,17",Fluo-N2DL-HeLa,2,26,27,220026,477,0.9999999999939746,Fluo-N2DL-HeLa/02/t026,26,410,337,5,5,Fluo-N2DL-HeLa/02/t027,27,410,337,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00478,ctc_PhC-C2DH-U373_02_f103_s4_to_f104_t4,simulated_strict_release,False,True,False,2,300,"6,8",PhC-C2DH-U373,2,103,104,320103,478,0.9999999999939728,PhC-C2DH-U373/02/t103,103,603,170,9,9,PhC-C2DH-U373/02/t104,104,603,170,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00479,ctc_Fluo-N2DL-HeLa_02_f010_s318_to_f011_t318,simulated_strict_release,False,True,False,10,300,"2,3,4,5,6,10,14,15,17,18",Fluo-N2DL-HeLa,2,10,11,220010,479,0.9999999999939696,Fluo-N2DL-HeLa/02/t010,10,469,211,5,5,Fluo-N2DL-HeLa/02/t011,11,469,211,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00480,ctc_Fluo-N2DL-HeLa_02_f020_s400_to_f021_t400,simulated_strict_release,False,True,False,7,300,"1,2,5,6,8,9,15",Fluo-N2DL-HeLa,2,20,21,220020,480,0.9999999999939646,Fluo-N2DL-HeLa/02/t020,20,623,208,5,5,Fluo-N2DL-HeLa/02/t021,21,623,208,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00481,ctc_Fluo-N2DL-HeLa_02_f010_s653_to_f011_t653,simulated_strict_release,False,True,False,10,300,"2,3,4,5,6,10,14,15,17,18",Fluo-N2DL-HeLa,2,10,11,220010,481,0.9999999999939244,Fluo-N2DL-HeLa/02/t010,10,741,329,5,5,Fluo-N2DL-HeLa/02/t011,11,741,329,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00482,ctc_Fluo-N2DL-HeLa_02_f026_s375_to_f027_t375,simulated_strict_release,False,True,False,4,300,"0,7,15,17",Fluo-N2DL-HeLa,2,26,27,220026,482,0.9999999999938998,Fluo-N2DL-HeLa/02/t026,26,495,402,5,5,Fluo-N2DL-HeLa/02/t027,27,495,402,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00483,ctc_Fluo-N2DL-HeLa_02_f000_s569_to_f001_t569,simulated_strict_release,False,True,False,5,300,"2,5,7,9,13",Fluo-N2DL-HeLa,2,0,1,220000,483,0.9999999999938952,Fluo-N2DL-HeLa/02/t000,0,677,161,5,5,Fluo-N2DL-HeLa/02/t001,1,677,161,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00484,ctc_Fluo-N2DL-HeLa_02_f008_s812_to_f009_t812,simulated_strict_release,False,True,False,9,300,"0,1,4,6,8,12,13,14,15",Fluo-N2DL-HeLa,2,8,9,220008,484,0.9999999999938888,Fluo-N2DL-HeLa/02/t008,8,607,597,5,5,Fluo-N2DL-HeLa/02/t009,9,607,597,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00485,ctc_Fluo-N2DL-HeLa_02_f001_s454_to_f002_t454,simulated_strict_release,False,True,False,5,300,"4,7,8,13,18",Fluo-N2DL-HeLa,2,1,2,220001,485,0.9999999999938805,Fluo-N2DL-HeLa/02/t001,1,640,127,5,5,Fluo-N2DL-HeLa/02/t002,2,640,127,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00486,ctc_Fluo-N2DL-HeLa_02_f027_s784_to_f028_t784,simulated_strict_release,False,True,False,7,300,"1,2,11,14,16,18,19",Fluo-N2DL-HeLa,2,27,28,220027,486,0.9999999999938668,Fluo-N2DL-HeLa/02/t027,27,446,606,5,5,Fluo-N2DL-HeLa/02/t028,28,446,606,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00487,ctc_Fluo-N2DL-HeLa_02_f006_s310_to_f007_t310,simulated_strict_release,False,True,False,2,300,"1,18",Fluo-N2DL-HeLa,2,6,7,220006,487,0.9999999999938614,Fluo-N2DL-HeLa/02/t006,6,490,130,5,5,Fluo-N2DL-HeLa/02/t007,7,490,130,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00488,ctc_Fluo-N2DL-HeLa_02_f026_s674_to_f027_t674,simulated_strict_release,False,True,False,4,300,"0,7,15,17",Fluo-N2DL-HeLa,2,26,27,220026,488,0.9999999999938612,Fluo-N2DL-HeLa/02/t026,26,720,382,5,5,Fluo-N2DL-HeLa/02/t027,27,720,382,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00489,ctc_Fluo-N2DL-HeLa_02_f008_s720_to_f009_t720,simulated_strict_release,False,True,False,9,300,"0,1,4,6,8,12,13,14,15",Fluo-N2DL-HeLa,2,8,9,220008,489,0.9999999999938548,Fluo-N2DL-HeLa/02/t008,8,917,290,5,5,Fluo-N2DL-HeLa/02/t009,9,917,290,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00490,ctc_Fluo-N2DL-HeLa_02_f011_s687_to_f012_t687,simulated_strict_release,False,True,False,8,300,"2,4,5,6,7,10,12,16",Fluo-N2DL-HeLa,2,11,12,220011,490,0.9999999999938404,Fluo-N2DL-HeLa/02/t011,11,759,381,5,5,Fluo-N2DL-HeLa/02/t012,12,759,381,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00491,ctc_Fluo-N2DL-HeLa_02_f023_s654_to_f024_t654,simulated_strict_release,False,True,False,8,300,"0,3,7,8,11,12,14,18",Fluo-N2DL-HeLa,2,23,24,220023,491,0.9999999999938328,Fluo-N2DL-HeLa/02/t023,23,727,328,5,5,Fluo-N2DL-HeLa/02/t024,24,727,328,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00492,ctc_Fluo-N2DL-HeLa_02_f000_s792_to_f001_t792,simulated_strict_release,False,True,False,5,300,"2,5,7,9,13",Fluo-N2DL-HeLa,2,0,1,220000,492,0.9999999999938324,Fluo-N2DL-HeLa/02/t000,0,491,663,5,5,Fluo-N2DL-HeLa/02/t001,1,491,663,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00493,ctc_Fluo-N2DL-HeLa_02_f006_s338_to_f007_t338,simulated_strict_release,False,True,False,2,300,"1,18",Fluo-N2DL-HeLa,2,6,7,220006,493,0.9999999999938284,Fluo-N2DL-HeLa/02/t006,6,571,206,5,5,Fluo-N2DL-HeLa/02/t007,7,571,206,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00494,ctc_Fluo-N2DL-HeLa_02_f019_s310_to_f020_t310,simulated_strict_release,False,True,False,4,300,"3,6,8,9",Fluo-N2DL-HeLa,2,19,20,220019,494,0.9999999999938284,Fluo-N2DL-HeLa/02/t019,19,491,124,5,5,Fluo-N2DL-HeLa/02/t020,20,491,124,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00495,ctc_Fluo-N2DL-HeLa_02_f018_s793_to_f019_t793,simulated_strict_release,False,True,False,7,300,"3,5,8,10,11,15,19",Fluo-N2DL-HeLa,2,18,19,220018,495,0.9999999999938184,Fluo-N2DL-HeLa/02/t018,18,507,665,5,5,Fluo-N2DL-HeLa/02/t019,19,507,665,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00496,ctc_Fluo-N2DL-HeLa_02_f004_s377_to_f005_t377,simulated_strict_release,False,True,False,3,300,"10,16,17",Fluo-N2DL-HeLa,2,4,5,220004,496,0.9999999999938164,Fluo-N2DL-HeLa/02/t004,4,530,344,5,5,Fluo-N2DL-HeLa/02/t005,5,530,344,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00497,ctc_Fluo-N2DL-HeLa_02_f021_s558_to_f022_t558,simulated_strict_release,False,True,False,6,300,"1,4,9,10,12,14",Fluo-N2DL-HeLa,2,21,22,220021,497,0.9999999999938154,Fluo-N2DL-HeLa/02/t021,21,746,92,5,5,Fluo-N2DL-HeLa/02/t022,22,746,92,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00498,ctc_Fluo-N2DL-HeLa_02_f021_s726_to_f022_t726,simulated_strict_release,False,True,False,6,300,"1,4,9,10,12,14",Fluo-N2DL-HeLa,2,21,22,220021,498,0.999999999993804,Fluo-N2DL-HeLa/02/t021,21,909,345,5,5,Fluo-N2DL-HeLa/02/t022,22,909,345,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00499,ctc_Fluo-N2DL-HeLa_02_f008_s852_to_f009_t852,simulated_strict_release,False,True,False,9,300,"0,1,4,6,8,12,13,14,15",Fluo-N2DL-HeLa,2,8,9,220008,499,0.9999999999937936,Fluo-N2DL-HeLa/02/t008,8,791,603,5,5,Fluo-N2DL-HeLa/02/t009,9,791,603,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00500,ctc_Fluo-N2DL-HeLa_02_f023_s703_to_f024_t703,simulated_strict_release,False,True,False,8,300,"0,3,7,8,11,12,14,18",Fluo-N2DL-HeLa,2,23,24,220023,500,0.9999999999937752,Fluo-N2DL-HeLa/02/t023,23,825,449,5,5,Fluo-N2DL-HeLa/02/t024,24,825,449,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00501,ctc_Fluo-N2DL-HeLa_02_f016_s746_to_f017_t746,simulated_strict_release,False,True,False,8,300,"0,2,4,5,7,12,13,17",Fluo-N2DL-HeLa,2,16,17,220016,501,0.9999999999937748,Fluo-N2DL-HeLa/02/t016,16,416,534,5,5,Fluo-N2DL-HeLa/02/t017,17,416,534,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00502,ctc_Fluo-N2DL-HeLa_02_f027_s261_to_f028_t261,simulated_strict_release,False,True,False,7,300,"1,2,11,14,16,18,19",Fluo-N2DL-HeLa,2,27,28,220027,502,0.99999999999376,Fluo-N2DL-HeLa/02/t027,27,410,337,5,5,Fluo-N2DL-HeLa/02/t028,28,410,337,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00503,ctc_PhC-C2DH-U373_02_f041_s4_to_f042_t4,simulated_strict_release,False,True,False,10,300,"0,4,7,8,9,11,16,17,18,19",PhC-C2DH-U373,2,41,42,320041,503,0.9999999999937468,PhC-C2DH-U373/02/t041,41,535,147,9,9,PhC-C2DH-U373/02/t042,42,535,147,9,10,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00504,ctc_Fluo-N2DL-HeLa_02_f021_s311_to_f022_t311,simulated_strict_release,False,True,False,6,300,"1,4,9,10,12,14",Fluo-N2DL-HeLa,2,21,22,220021,504,0.9999999999937444,Fluo-N2DL-HeLa/02/t021,21,527,109,5,5,Fluo-N2DL-HeLa/02/t022,22,527,109,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00505,ctc_Fluo-N2DL-HeLa_02_f034_s338_to_f035_t338,simulated_strict_release,False,True,False,10,300,"0,2,3,5,8,11,13,16,18,19",Fluo-N2DL-HeLa,2,34,35,220034,505,0.999999999993726,Fluo-N2DL-HeLa/02/t034,34,570,243,5,5,Fluo-N2DL-HeLa/02/t035,35,570,243,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00506,ctc_Fluo-N2DL-HeLa_02_f001_s861_to_f002_t861,simulated_strict_release,False,True,False,5,300,"4,7,8,13,18",Fluo-N2DL-HeLa,2,1,2,220001,506,0.999999999993718,Fluo-N2DL-HeLa/02/t001,1,812,662,5,5,Fluo-N2DL-HeLa/02/t002,2,812,662,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00507,ctc_Fluo-N2DL-HeLa_02_f021_s821_to_f022_t821,simulated_strict_release,False,True,False,6,300,"1,4,9,10,12,14",Fluo-N2DL-HeLa,2,21,22,220021,507,0.9999999999936824,Fluo-N2DL-HeLa/02/t021,21,700,648,5,5,Fluo-N2DL-HeLa/02/t022,22,700,648,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00508,ctc_PhC-C2DH-U373_02_f104_s4_to_f105_t4,simulated_strict_release,False,True,False,5,300,"4,7,13,17,18",PhC-C2DH-U373,2,104,105,320104,508,0.9999999999936824,PhC-C2DH-U373/02/t104,104,603,170,9,9,PhC-C2DH-U373/02/t105,105,603,170,9,9,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00509,ctc_Fluo-N2DL-HeLa_02_f007_s294_to_f008_t294,simulated_strict_release,False,True,False,8,300,"0,2,5,7,9,10,15,17",Fluo-N2DL-HeLa,2,7,8,220007,509,0.999999999993678,Fluo-N2DL-HeLa/02/t007,7,398,371,5,5,Fluo-N2DL-HeLa/02/t008,8,398,371,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00510,ctc_Fluo-N2DL-HeLa_02_f003_s298_to_f004_t298,simulated_strict_release,False,True,False,9,300,"1,7,9,10,13,14,15,18,19",Fluo-N2DL-HeLa,2,3,4,220003,510,0.9999999999936724,Fluo-N2DL-HeLa/02/t003,3,448,172,5,5,Fluo-N2DL-HeLa/02/t004,4,448,172,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00511,ctc_Fluo-N2DL-HeLa_02_f009_s420_to_f010_t420,simulated_strict_release,False,True,False,4,300,"0,5,13,14",Fluo-N2DL-HeLa,2,9,10,220009,511,0.9999999999936676,Fluo-N2DL-HeLa/02/t009,9,580,386,5,5,Fluo-N2DL-HeLa/02/t010,10,580,386,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00512,ctc_Fluo-N2DL-HeLa_02_f024_s427_to_f025_t427,simulated_strict_release,False,True,False,7,300,"3,4,12,14,15,16,19",Fluo-N2DL-HeLa,2,24,25,220024,512,0.9999999999936572,Fluo-N2DL-HeLa/02/t024,24,577,396,5,5,Fluo-N2DL-HeLa/02/t025,25,577,396,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00513,ctc_Fluo-N2DL-HeLa_02_f006_s560_to_f007_t560,simulated_strict_release,False,True,False,2,300,"1,18",Fluo-N2DL-HeLa,2,6,7,220006,513,0.9999999999936544,Fluo-N2DL-HeLa/02/t006,6,766,124,5,5,Fluo-N2DL-HeLa/02/t007,7,766,124,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00514,ctc_Fluo-N2DL-HeLa_02_f039_s571_to_f040_t571,simulated_strict_release,False,True,False,5,300,"1,8,14,16,18",Fluo-N2DL-HeLa,2,39,40,220039,514,0.9999999999936464,Fluo-N2DL-HeLa/02/t039,39,682,196,5,5,Fluo-N2DL-HeLa/02/t040,40,682,196,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00515,ctc_Fluo-N2DL-HeLa_02_f004_s792_to_f005_t792,simulated_strict_release,False,True,False,3,300,"10,16,17",Fluo-N2DL-HeLa,2,4,5,220004,515,0.9999999999936398,Fluo-N2DL-HeLa/02/t004,4,490,666,5,5,Fluo-N2DL-HeLa/02/t005,5,490,666,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00516,ctc_Fluo-N2DL-HeLa_02_f016_s766_to_f017_t766,simulated_strict_release,False,True,False,8,300,"0,2,4,5,7,12,13,17",Fluo-N2DL-HeLa,2,16,17,220016,516,0.9999999999936396,Fluo-N2DL-HeLa/02/t016,16,417,601,5,5,Fluo-N2DL-HeLa/02/t017,17,417,601,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
CTC-AUDIT-00517,ctc_Fluo-N2DL-HeLa_02_f005_s310_to_f006_t310,simulated_strict_release,False,True,False,5,300,"2,3,7,12,13",Fluo-N2DL-HeLa,2,5,6,220005,517,0.9999999999936388,Fluo-N2DL-HeLa/02/t005,5,490,130,5,5,Fluo-N2DL-HeLa/02/t006,6,490,130,5,5,same_cell_link,yes,source and target align to the same CTC lineage identity in held-out GT; confirmed by human review.,high,human_confirmed,reviewed_and_confirmed_for_release
