dataset,video_id,path_id,split,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,frame_start,frame_end,path_length,candidate_rank,is_dummy,matched_gt_id,matched_iou,temporal_overlap,matched_frames,is_matched_to_gt,is_unmatched,audit_label,verified_positive_for_calibration,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,fallback_level,score_source
OVT-B,41,ovtb_v41_p002490,cal,parachutist,650,0.4438762664794922,0.4438762664794922,0.4438762664794922,1,0.0,157,157,1,8622,False,1677.0,0.8292358556433741,1.0,1,True,False,,no,cat:650,unknown,parachutist,unknown,global,0,final_score_proxy
OVT-B,1459,ovtb_v1459_p012606,test,fish,365,0.4437630102038383,0.4437630102038383,0.4437630102038383,4,0.75,0,29,4,8623,False,10438.0,0.9927035033683996,1.0,4,True,False,,no,cat:365,unknown,fish,unknown,global,0,final_score_proxy
OVT-B,976,ovtb_v976_p009166,cal,petri dish,670,0.4437293037772178,0.4437293037772178,0.4437293037772178,8,0.875,0,29,8,8624,False,7459.0,0.9493984659724128,1.0,8,True,False,,no,cat:670,unknown,petri dish,unknown,global,0,final_score_proxy
OVT-B,350,ovtb_v350_p004642,cal,pistol,689,0.4436744004487991,0.4436744004487991,0.4436744004487991,8,0.875,0,14,8,8625,False,3470.0,0.9506975589697306,0.25,2,False,True,,no,cat:689,unknown,pistol,unknown,global,0,final_score_proxy
OVT-B,1390,ovtb_v1390_p012188,cal,shower cap,828,0.4436274468898773,0.4436274468898773,0.4436274468898773,1,0.0,6,6,1,8626,False,10058.0,0.92662349903474,1.0,1,True,False,,no,cat:828,unknown,shower cap,unknown,global,0,final_score_proxy
OVT-B,35,ovtb_v35_p002095,test,balloon,39,0.4435856938362121,0.4435856938362121,0.4435856938362121,1,0.0,257,257,1,8627,False,1256.0,0.6047817917517674,1.0,1,True,False,,no,cat:39,unknown,balloon,unknown,global,0,final_score_proxy
OVT-B,898,ovtb_v898_p008623,tune,person,669,0.4435110092163086,0.4435110092163086,0.4435110092163086,1,0.0,0,0,1,8628,False,6952.0,0.6548448587824213,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,14,ovtb_v14_p000680,tune,goose,421,0.4435055553913116,0.4435055553913116,0.4435055553913116,2,0.5,47,140,2,8629,False,466.0,0.9559126610672752,1.0,2,True,False,,no,cat:421,unknown,goose,unknown,global,0,final_score_proxy
OVT-B,83,ovtb_v83_p002869,test,elephant,341,0.4434955865144729,0.4434955865144729,0.4434955865144729,2,0.5,0,107,2,8630,False,1889.0,0.6937369838815717,0.5,1,True,False,,no,cat:341,unknown,elephant,unknown,global,0,final_score_proxy
OVT-B,701,ovtb_v701_p007149,test,bongos,108,0.4434860609471798,0.4434860609471798,0.4434860609471798,8,0.875,0,29,8,8631,False,5728.0,0.8578106737728534,1.0,8,True,False,,no,cat:108,unknown,bongos,unknown,global,0,final_score_proxy
OVT-B,1718,ovtb_v1718_p014383,test,shoeshine,823,0.4434172681399754,0.4434172681399754,0.4434172681399754,7,0.8571428571428571,0,14,7,8632,False,,0.0,0.0,0,False,True,,no,cat:823,unknown,shoeshine,unknown,global,0,final_score_proxy
OVT-B,716,ovtb_v716_p007237,tune,person,669,0.4433788508176803,0.4433788508176803,0.4433788508176803,8,0.875,0,29,8,8633,False,5825.0,0.7133662788181327,0.75,6,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,201,ovtb_v201_p003519,cal,meatball,580,0.4433720521628856,0.4433720521628856,0.4433720521628856,8,0.875,0,39,8,8634,False,2413.0,0.9577608386027764,1.0,8,True,False,,no,cat:580,unknown,meatball,unknown,global,0,final_score_proxy
OVT-B,1552,ovtb_v1552_p013197,test,pressure cooker,720,0.4433130323886871,0.4433130323886871,0.4433130323886871,2,0.5,0,4,2,8635,False,10973.0,0.8077705424076299,1.0,2,True,False,,no,cat:720,unknown,pressure cooker,unknown,global,0,final_score_proxy
OVT-B,1013,ovtb_v1013_p009414,tune,person,669,0.4432931095361709,0.4432931095361709,0.4432931095361709,2,0.5,0,3,2,8636,False,7706.0,0.0995532170326083,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1444,ovtb_v1444_p012502,cal,scanner,790,0.4432418495416641,0.4432418495416641,0.4432418495416641,2,0.5,0,7,2,8637,False,,0.0,0.0,0,False,True,,no,cat:790,unknown,scanner,unknown,global,0,final_score_proxy
OVT-B,1007,ovtb_v1007_p009377,test,tambourine,923,0.4432010849316914,0.4432010849316914,0.4432010849316914,3,0.6666666666666666,0,17,3,8638,False,7687.0,0.9594468636139074,1.0,3,True,False,,no,cat:923,unknown,tambourine,unknown,global,0,final_score_proxy
OVT-B,478,ovtb_v478_p005496,test,person,669,0.4431514143943786,0.4431514143943786,0.4431514143943786,1,0.0,0,0,1,8639,False,4230.0,0.0793855966385993,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1608,ovtb_v1608_p013564,test,wolf,1040,0.4431324700514475,0.4431324700514475,0.4431324700514475,6,0.8333333333333334,0,23,6,8640,False,11317.0,0.963638304514178,1.0,6,True,False,,no,cat:1040,unknown,wolf,unknown,global,0,final_score_proxy
OVT-B,885,ovtb_v885_p008538,cal,hinge,470,0.4431290328502655,0.4431290328502655,0.4431290328502655,2,0.5,6,9,2,8641,False,,0.0,0.0,0,False,True,,no,cat:470,unknown,hinge,unknown,global,0,final_score_proxy
OVT-B,1865,ovtb_v1865_p015359,cal,knob,520,0.4431145489215851,0.4431145489215851,0.4431145489215851,1,0.0,10,10,1,8642,False,,0.0,0.0,0,False,True,,no,cat:520,unknown,knob,unknown,global,0,final_score_proxy
OVT-B,359,ovtb_v359_p004686,cal,pinecone,684,0.4431019686162472,0.4431019686162472,0.4431019686162472,8,0.875,0,16,8,8643,False,3511.0,0.9782708251831226,1.0,8,True,False,,no,cat:684,unknown,pinecone,unknown,global,0,final_score_proxy
OVT-B,247,ovtb_v247_p003883,cal,person,669,0.4430867508053779,0.4430867508053779,0.4430867508053779,8,0.875,0,9,8,8644,False,2766.0,0.9686382834959444,0.625,5,True,False,actually_false,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1928,ovtb_v1928_p016003,test,person,669,0.4430774450302124,0.4430774450302124,0.4430774450302124,1,0.0,51,51,1,8645,False,,0.0,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,29,ovtb_v29_p001370,cal,tennis ball,939,0.4430708885192871,0.4430708885192871,0.4430708885192871,1,0.0,0,0,1,8646,False,917.0,0.7055486026815697,1.0,1,True,False,,no,cat:939,unknown,tennis ball,unknown,global,0,final_score_proxy
OVT-B,105,ovtb_v105_p003005,cal,bear,70,0.4429830238223076,0.4429830238223076,0.4429830238223076,4,0.75,184,322,4,8647,False,1944.0,0.9131709615863088,1.0,4,True,False,,no,cat:70,unknown,bear,unknown,global,0,final_score_proxy
OVT-B,3,ovtb_v3_p000220,test,chicken,204,0.4429560601711273,0.4429560601711273,0.4429560601711273,1,0.0,220,220,1,8648,False,,0.0,0.0,0,False,True,,no,cat:204,unknown,chicken,unknown,global,0,final_score_proxy
OVT-B,33,ovtb_v33_p001922,tune,balloon,39,0.4429418444633484,0.4429418444633484,0.4429418444633484,1,0.0,191,191,1,8649,False,1180.0,0.5429327844192737,1.0,1,True,False,,no,cat:39,unknown,balloon,unknown,global,0,final_score_proxy
OVT-B,815,ovtb_v815_p008012,tune,person,669,0.4429331549576351,0.4429331549576351,0.4429331549576351,7,0.8571428571428571,0,19,7,8650,False,6403.0,0.9896517669251792,1.0,7,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,35,ovtb_v35_p002035,test,balloon,39,0.4429181814193725,0.4429181814193725,0.4429181814193725,1,0.0,64,64,1,8651,False,1250.0,0.7884113199898762,1.0,1,True,False,,no,cat:39,unknown,balloon,unknown,global,0,final_score_proxy
OVT-B,620,ovtb_v620_p006513,tune,fishbowl,366,0.442915990948677,0.442915990948677,0.442915990948677,4,0.75,0,6,4,8652,False,5219.0,0.0072810691745867,0.0,0,False,True,,no,cat:366,unknown,fishbowl,unknown,global,0,final_score_proxy
OVT-B,1188,ovtb_v1188_p010803,cal,telephone pole,937,0.4429138004779815,0.4429138004779815,0.4429138004779815,2,0.5,0,3,2,8653,False,,0.0,0.0,0,False,True,,no,cat:937,unknown,telephone pole,unknown,global,0,final_score_proxy
OVT-B,191,ovtb_v191_p003472,test,dress,305,0.4429120222727458,0.4429120222727458,0.4429120222727458,3,0.6666666666666666,0,29,3,8654,False,2380.0,0.9759438488966056,0.3333333333333333,1,True,False,,no,cat:305,unknown,dress,unknown,global,0,final_score_proxy
OVT-B,42,ovtb_v42_p002525,cal,parachutist,650,0.4428665339946747,0.4428665339946747,0.4428665339946747,1,0.0,85,85,1,8655,False,1717.0,0.6619847955860074,1.0,1,True,False,,no,cat:650,unknown,parachutist,unknown,global,0,final_score_proxy
OVT-B,1931,ovtb_v1931_p016095,tune,person,669,0.4428410649299621,0.4428410649299621,0.4428410649299621,5,0.8,13,89,5,8656,False,13369.0,0.6758568087596478,0.2,1,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1338,ovtb_v1338_p011835,cal,flashlight,371,0.4428309202194214,0.4428309202194214,0.4428309202194214,1,0.0,0,0,1,8657,False,9751.0,0.9259430667807458,1.0,1,True,False,,no,cat:371,unknown,flashlight,unknown,global,0,final_score_proxy
OVT-B,29,ovtb_v29_p001425,cal,tennis ball,939,0.4428288638591766,0.4428288638591766,0.4428288638591766,1,0.0,33,33,1,8658,False,934.0,0.5744743716244205,1.0,1,True,False,,no,cat:939,unknown,tennis ball,unknown,global,0,final_score_proxy
OVT-B,1043,ovtb_v1043_p009697,test,person,669,0.4428028414646784,0.4428028414646784,0.4428028414646784,6,0.8333333333333334,0,11,6,8659,False,7901.0,0.9480566126622773,0.5,3,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1402,ovtb_v1402_p012241,test,person,669,0.4427770972251892,0.4427770972251892,0.4427770972251892,1,0.0,39,39,1,8660,False,,0.0,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1055,ovtb_v1055_p009778,test,person,669,0.4427546163400014,0.4427546163400014,0.4427546163400014,3,0.6666666666666666,12,17,3,8661,False,7979.0,0.833170742588443,0.6666666666666666,2,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,915,ovtb_v915_p008718,test,dog,290,0.4426645748317241,0.4426645748317241,0.4426645748317241,8,0.875,0,24,8,8662,False,7059.0,0.9805075376192078,1.0,8,True,False,,no,cat:290,unknown,dog,unknown,global,0,final_score_proxy
OVT-B,1883,ovtb_v1883_p015478,cal,camera lens,154,0.4426315029462178,0.4426315029462178,0.4426315029462178,3,0.6666666666666666,5,12,3,8663,False,12946.0,0.2846027782802499,0.0,0,False,True,,no,cat:154,unknown,camera lens,unknown,global,0,final_score_proxy
OVT-B,388,ovtb_v388_p004850,test,shirt,820,0.4426264251981462,0.4426264251981462,0.4426264251981462,7,0.8571428571428571,0,29,7,8664,False,3657.0,0.9733199375178864,0.8571428571428571,6,True,False,,no,cat:820,unknown,shirt,unknown,global,0,final_score_proxy
OVT-B,81,ovtb_v81_p002856,cal,watercraft,1019,0.4426184818148613,0.4426184818148613,0.4426184818148613,4,0.75,69,120,4,8665,False,1880.0,0.4074469229806783,0.0,0,False,True,actually_false,no,cat:1019,unknown,watercraft,unknown,global,0,final_score_proxy
OVT-B,161,ovtb_v161_p003332,tune,vest,993,0.4425815604627132,0.4425815604627132,0.4425815604627132,8,0.875,0,29,8,8666,False,2243.0,0.8501916508880002,0.875,7,True,False,,no,cat:993,unknown,vest,unknown,global,0,final_score_proxy
OVT-B,13,ovtb_v13_p000573,cal,goose,421,0.4425638914108276,0.4425638914108276,0.4425638914108276,2,0.5,0,607,2,8667,False,411.0,0.8083567356820748,0.5,1,True,False,,no,cat:421,unknown,goose,unknown,global,0,final_score_proxy
OVT-B,1680,ovtb_v1680_p014071,cal,cougar,250,0.4425621703267097,0.4425621703267097,0.4425621703267097,4,0.75,10,18,4,8668,False,11711.0,0.9804919243314346,1.0,4,True,False,,no,cat:250,unknown,cougar,unknown,global,0,final_score_proxy
OVT-B,14,ovtb_v14_p000694,tune,goose,421,0.4424903094768524,0.4424903094768524,0.4424903094768524,2,0.5,140,234,2,8669,False,465.0,0.8899323310023584,1.0,2,True,False,,no,cat:421,unknown,goose,unknown,global,0,final_score_proxy
OVT-B,1949,ovtb_v1949_p016459,test,snowboard,848,0.4424511790275574,0.4424511790275574,0.4424511790275574,3,0.6666666666666666,10,25,3,8670,False,13618.0,0.4950363208022008,0.0,0,False,True,,no,cat:848,unknown,snowboard,unknown,global,0,final_score_proxy
OVT-B,212,ovtb_v212_p003581,cal,steak knife,879,0.4424276798963547,0.4424276798963547,0.4424276798963547,6,0.8333333333333334,0,16,6,8671,False,2483.0,0.9382541044604248,0.8333333333333334,5,True,False,,no,cat:879,unknown,steak knife,unknown,global,0,final_score_proxy
OVT-B,1114,ovtb_v1114_p010203,cal,bottle,113,0.4424272427956263,0.4424272427956263,0.4424272427956263,6,0.8333333333333334,0,15,6,8672,False,8378.0,0.989819323257894,1.0,6,True,False,,no,cat:113,unknown,bottle,unknown,global,0,final_score_proxy
OVT-B,1090,ovtb_v1090_p010045,test,traffic light,965,0.4423805177211761,0.4423805177211761,0.4423805177211761,1,0.0,16,16,1,8673,False,,0.0,0.0,0,False,True,,no,cat:965,unknown,traffic light,unknown,global,0,final_score_proxy
OVT-B,1290,ovtb_v1290_p011485,test,person,669,0.4422305785119533,0.4422305785119533,0.4422305785119533,8,0.875,0,14,8,8674,False,9475.0,0.5624285116266086,0.375,3,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1659,ovtb_v1659_p013915,cal,spoon,868,0.4422270320355892,0.4422270320355892,0.4422270320355892,8,0.875,0,16,8,8675,False,11586.0,0.9586163507452792,1.0,8,True,False,,no,cat:868,unknown,spoon,unknown,global,0,final_score_proxy
OVT-B,33,ovtb_v33_p001923,tune,balloon,39,0.4422212541103363,0.4422212541103363,0.4422212541103363,1,0.0,191,191,1,8676,False,1174.0,0.4217096188699104,0.0,0,False,True,,no,cat:39,unknown,balloon,unknown,global,0,final_score_proxy
OVT-B,1624,ovtb_v1624_p013696,test,key,512,0.4422212429344654,0.4422212429344654,0.4422212429344654,8,0.875,0,23,8,8677,False,11393.0,0.9350099945490248,1.0,8,True,False,,no,cat:512,unknown,key,unknown,global,0,final_score_proxy
OVT-B,1208,ovtb_v1208_p010921,test,durian,319,0.442214697599411,0.442214697599411,0.442214697599411,2,0.5,14,16,2,8678,False,8904.0,0.9444466675721538,1.0,2,True,False,,no,cat:319,unknown,durian,unknown,global,0,final_score_proxy
OVT-B,55,ovtb_v55_p002705,cal,turtle,983,0.44212806224823,0.44212806224823,0.44212806224823,8,0.875,0,659,8,8679,False,1812.0,0.9232350959218056,0.875,7,True,False,,no,cat:983,unknown,turtle,unknown,global,0,final_score_proxy
OVT-B,0,ovtb_v0_p000021,cal,chicken,204,0.4421160320440928,0.4421160320440928,0.4421160320440928,3,0.6666666666666666,87,174,3,8680,False,11.0,0.884776035513557,1.0,3,True,False,,no,cat:204,unknown,chicken,unknown,global,0,final_score_proxy
OVT-B,29,ovtb_v29_p001371,cal,tennis ball,939,0.442079097032547,0.442079097032547,0.442079097032547,1,0.0,0,0,1,8681,False,875.0,0.6101630264457462,1.0,1,True,False,,no,cat:939,unknown,tennis ball,unknown,global,0,final_score_proxy
OVT-B,35,ovtb_v35_p002096,test,balloon,39,0.4420723617076874,0.4420723617076874,0.4420723617076874,1,0.0,257,257,1,8682,False,1316.0,0.5746473458505446,1.0,1,True,False,,no,cat:39,unknown,balloon,unknown,global,0,final_score_proxy
OVT-B,169,ovtb_v169_p003368,test,person,669,0.4420546293258667,0.4420546293258667,0.4420546293258667,5,0.8,0,34,5,8683,False,2283.0,0.4613247848489945,0.0,0,False,True,actually_false,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1857,ovtb_v1857_p015297,test,koala,521,0.4420441687107086,0.4420441687107086,0.4420441687107086,2,0.5,21,24,2,8684,False,12798.0,0.9592662253486992,1.0,2,True,False,,no,cat:521,unknown,koala,unknown,global,0,final_score_proxy
OVT-B,1705,ovtb_v1705_p014286,cal,person,669,0.442036785185337,0.442036785185337,0.442036785185337,4,0.75,0,17,4,8685,False,11870.0,0.9781331511303992,1.0,4,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,266,ovtb_v266_p004047,tune,bottle,113,0.4420302112897237,0.4420302112897237,0.4420302112897237,3,0.6666666666666666,24,34,3,8686,False,2915.0,0.991822031061091,1.0,3,True,False,,no,cat:113,unknown,bottle,unknown,global,0,final_score_proxy
OVT-B,1970,ovtb_v1970_p016749,cal,person,669,0.4420023560523987,0.4420023560523987,0.4420023560523987,1,0.0,12,12,1,8687,False,13668.0,0.0411855070139543,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,217,ovtb_v217_p003628,test,hat,456,0.4419806897640228,0.4419806897640228,0.4419806897640228,1,0.0,12,12,1,8688,False,2522.0,0.8300818722665212,1.0,1,True,False,,no,cat:456,unknown,hat,unknown,global,0,final_score_proxy
OVT-B,1137,ovtb_v1137_p010377,cal,boat,103,0.4419794380664825,0.4419794380664825,0.4419794380664825,1,0.0,11,11,1,8689,False,,0.0,0.0,0,False,True,,no,cat:103,unknown,boat,unknown,global,0,final_score_proxy
OVT-B,1382,ovtb_v1382_p012142,test,book,109,0.4419772922992706,0.4419772922992706,0.4419772922992706,2,0.5,8,12,2,8690,False,,0.0,0.0,0,False,True,,no,cat:109,unknown,book,unknown,global,0,final_score_proxy
OVT-B,35,ovtb_v35_p002060,test,balloon,39,0.4419298470020294,0.4419298470020294,0.4419298470020294,1,0.0,128,128,1,8691,False,1281.0,0.6041556265713983,1.0,1,True,False,,no,cat:39,unknown,balloon,unknown,global,0,final_score_proxy
OVT-B,3,ovtb_v3_p000218,test,chicken,204,0.4419195652008056,0.4419195652008056,0.4419195652008056,2,0.5,220,264,2,8692,False,83.0,0.9248446943890214,1.0,2,True,False,,no,cat:204,unknown,chicken,unknown,global,0,final_score_proxy
OVT-B,32,ovtb_v32_p001705,test,balloon,39,0.4417717158794403,0.4417717158794403,0.4417717158794403,4,0.75,14,71,4,8693,False,1105.0,0.8485224609107889,1.0,4,True,False,,no,cat:39,unknown,balloon,unknown,global,0,final_score_proxy
OVT-B,32,ovtb_v32_p001718,test,balloon,39,0.4417651295661926,0.4417651295661926,0.4417651295661926,1,0.0,29,29,1,8694,False,1074.0,0.7847407463977001,1.0,1,True,False,,no,cat:39,unknown,balloon,unknown,global,0,final_score_proxy
OVT-B,1614,ovtb_v1614_p013630,cal,person,669,0.4417180716991424,0.4417180716991424,0.4417180716991424,1,0.0,6,6,1,8695,False,,0.0,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,3,ovtb_v3_p000185,test,chicken,204,0.4416863620281219,0.4416863620281219,0.4416863620281219,7,0.8571428571428571,0,264,7,8696,False,82.0,0.8011229415643115,1.0,7,True,False,,no,cat:204,unknown,chicken,unknown,global,0,final_score_proxy
OVT-B,1711,ovtb_v1711_p014321,cal,moose,597,0.4416799396276474,0.4416799396276474,0.4416799396276474,4,0.75,0,10,4,8697,False,11901.0,0.8499457710932563,1.0,4,True,False,,no,cat:597,unknown,moose,unknown,global,0,final_score_proxy
OVT-B,29,ovtb_v29_p001521,cal,tennis ball,939,0.44166299700737,0.44166299700737,0.44166299700737,1,0.0,98,98,1,8698,False,905.0,0.714214796940213,1.0,1,True,False,,no,cat:939,unknown,tennis ball,unknown,global,0,final_score_proxy
OVT-B,876,ovtb_v876_p008455,tune,wheel,1026,0.4416488111019134,0.4416488111019134,0.4416488111019134,1,0.0,29,29,1,8699,False,,0.0,0.0,0,False,True,,no,cat:1026,unknown,wheel,unknown,global,0,final_score_proxy
OVT-B,510,ovtb_v510_p005684,test,sink,835,0.4416409603187016,0.4416409603187016,0.4416409603187016,7,0.8571428571428571,0,27,7,8700,False,4408.0,0.9877543225511228,1.0,7,True,False,,no,cat:835,unknown,sink,unknown,global,0,final_score_proxy
OVT-B,13,ovtb_v13_p000646,cal,goose,421,0.4416098743677139,0.4416098743677139,0.4416098743677139,2,0.5,1518,2125,2,8701,False,461.0,0.8446678335834337,1.0,2,True,False,,no,cat:421,unknown,goose,unknown,global,0,final_score_proxy
OVT-B,24,ovtb_v24_p001085,cal,pig,677,0.4415082484483719,0.4415082484483719,0.4415082484483719,2,0.5,267,311,2,8702,False,701.0,0.7564425085598806,1.0,2,True,False,,no,cat:677,unknown,pig,unknown,global,0,final_score_proxy
OVT-B,786,ovtb_v786_p007772,test,manatee,562,0.4414877593517303,0.4414877593517303,0.4414877593517303,6,0.8333333333333334,7,24,6,8703,False,6234.0,0.9453641205078908,0.8333333333333334,5,True,False,,no,cat:562,unknown,manatee,unknown,global,0,final_score_proxy
OVT-B,1137,ovtb_v1137_p010391,cal,boat,103,0.4414808750152588,0.4414808750152588,0.4414808750152588,1,0.0,19,19,1,8704,False,,0.0,0.0,0,False,True,,no,cat:103,unknown,boat,unknown,global,0,final_score_proxy
OVT-B,215,ovtb_v215_p003609,test,person,669,0.4414545148611069,0.4414545148611069,0.4414545148611069,2,0.5,14,17,2,8705,False,2507.0,0.9739397601478446,1.0,2,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1488,ovtb_v1488_p012767,test,steel drum,881,0.441452108323574,0.441452108323574,0.441452108323574,8,0.875,0,23,8,8706,False,10598.0,0.9783460123303612,1.0,8,True,False,,no,cat:881,unknown,steel drum,unknown,global,0,final_score_proxy
OVT-B,1357,ovtb_v1357_p011942,test,wall socket,1005,0.4414496421813965,0.4414496421813965,0.4414496421813965,1,0.0,5,5,1,8707,False,9865.0,0.8541400056844892,1.0,1,True,False,,no,cat:1005,unknown,wall socket,unknown,global,0,final_score_proxy
OVT-B,430,ovtb_v430_p005147,test,scissors,794,0.4414377093315124,0.4414377093315124,0.4414377093315124,5,0.8,6,14,5,8708,False,3948.0,0.5159357191427552,1.0,5,True,False,,no,cat:794,unknown,scissors,unknown,global,0,final_score_proxy
OVT-B,324,ovtb_v324_p004492,test,bulldozer,135,0.4414116479456424,0.4414116479456424,0.4414116479456424,8,0.875,0,23,8,8709,False,3306.0,0.992126107423998,1.0,8,True,False,,no,cat:135,unknown,bulldozer,unknown,global,0,final_score_proxy
OVT-B,706,ovtb_v706_p007185,test,jean,499,0.441319465637207,0.441319465637207,0.441319465637207,7,0.8571428571428571,0,16,7,8710,False,5758.0,0.9776657799595092,1.0,7,True,False,,no,cat:499,unknown,jean,unknown,global,0,final_score_proxy
OVT-B,296,ovtb_v296_p004276,test,bottle,113,0.4413157701492309,0.4413157701492309,0.4413157701492309,1,0.0,0,0,1,8711,False,3114.0,0.9106667085585148,1.0,1,True,False,,no,cat:113,unknown,bottle,unknown,global,0,final_score_proxy
OVT-B,326,ovtb_v326_p004502,cal,drumstick,313,0.4413062163761684,0.4413062163761684,0.4413062163761684,7,0.8571428571428571,0,34,7,8712,False,3313.0,0.8738143166705047,1.0,7,True,False,,no,cat:313,unknown,drumstick,unknown,global,0,final_score_proxy
OVT-B,1689,ovtb_v1689_p014139,tune,toolbox,957,0.441297248005867,0.441297248005867,0.441297248005867,8,0.875,0,14,8,8713,False,11773.0,0.9697155582854806,1.0,8,True,False,,no,cat:957,unknown,toolbox,unknown,global,0,final_score_proxy
OVT-B,1658,ovtb_v1658_p013905,cal,telephone pole,937,0.4412555893262227,0.4412555893262227,0.4412555893262227,3,0.6666666666666666,0,7,3,8714,False,,0.0,0.0,0,False,True,,no,cat:937,unknown,telephone pole,unknown,global,0,final_score_proxy
OVT-B,1018,ovtb_v1018_p009506,cal,person,669,0.4412266910076141,0.4412266910076141,0.4412266910076141,1,0.0,14,14,1,8715,False,,0.0,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1614,ovtb_v1614_p013631,cal,person,669,0.4412256181240082,0.4412256181240082,0.4412256181240082,1,0.0,6,6,1,8716,False,,0.0,0.0,0,False,True,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,930,ovtb_v930_p008869,cal,person,669,0.4411906227469444,0.4411906227469444,0.4411906227469444,4,0.75,0,8,4,8717,False,7144.0,0.979585688885151,1.0,4,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,1666,ovtb_v1666_p013964,tune,table,916,0.4411868900060653,0.4411868900060653,0.4411868900060653,2,0.5,0,2,2,8718,False,11639.0,0.9712014838431472,1.0,2,True,False,,no,cat:916,unknown,table,unknown,global,0,final_score_proxy
OVT-B,25,ovtb_v25_p001138,cal,pig,677,0.4411572515964508,0.4411572515964508,0.4411572515964508,1,0.0,267,267,1,8719,False,762.0,0.8425736479591024,1.0,1,True,False,,no,cat:677,unknown,pig,unknown,global,0,final_score_proxy
OVT-B,1953,ovtb_v1953_p016518,test,snowboard,848,0.4410948753356933,0.4410948753356933,0.4410948753356933,1,0.0,30,30,1,8720,False,13627.0,0.8996802831393624,1.0,1,True,False,,no,cat:848,unknown,snowboard,unknown,global,0,final_score_proxy
OVT-B,1696,ovtb_v1696_p014225,test,person,669,0.4410666227340698,0.4410666227340698,0.4410666227340698,1,0.0,11,11,1,8721,False,11824.0,0.5745812607478791,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,280,ovtb_v280_p004138,tune,firefly,361,0.4410602450370788,0.4410602450370788,0.4410602450370788,1,0.0,10,10,1,8722,False,,0.0,0.0,0,False,True,,no,cat:361,unknown,firefly,unknown,global,0,final_score_proxy
OVT-B,1696,ovtb_v1696_p014235,test,person,669,0.4409919083118438,0.4409919083118438,0.4409919083118438,1,0.0,14,14,1,8723,False,11825.0,0.617109238382554,1.0,1,True,False,,no,cat:669,unknown,person,unknown,global,0,final_score_proxy
OVT-B,34,ovtb_v34_p001987,cal,balloon,39,0.4409670531749725,0.4409670531749725,0.4409670531749725,1,0.0,150,150,1,8724,False,,0.0,0.0,0,False,True,,no,cat:39,unknown,balloon,unknown,global,0,final_score_proxy
OVT-B,285,ovtb_v285_p004179,cal,shoe,821,0.4409623146057129,0.4409623146057129,0.4409623146057129,1,0.0,7,7,1,8725,False,,0.0,0.0,0,False,True,,no,cat:821,unknown,shoe,unknown,global,0,final_score_proxy
OVT-B,1507,ovtb_v1507_p012882,cal,lettuce,540,0.4409526214003563,0.4409526214003563,0.4409526214003563,8,0.875,0,19,8,8726,False,10716.0,0.952942641807682,1.0,8,True,False,,no,cat:540,unknown,lettuce,unknown,global,0,final_score_proxy
OVT-B,1443,ovtb_v1443_p012497,cal,computer keyboard,240,0.4409344308078289,0.4409344308078289,0.4409344308078289,8,0.875,0,39,8,8727,False,10345.0,0.9603544941375864,1.0,8,True,False,,no,cat:240,unknown,computer keyboard,unknown,global,0,final_score_proxy
OVT-B,1314,ovtb_v1314_p011691,test,sandwich,783,0.4409216344356537,0.4409216344356537,0.4409216344356537,1,0.0,11,11,1,8728,False,9639.0,0.8983665687503172,1.0,1,True,False,,no,cat:783,unknown,sandwich,unknown,global,0,final_score_proxy
